"iri","type","label"
"https://purl.org/ccf/ASCTB-TEMP_slc9a9","BM","SLC9A9"
"https://purl.org/ccf/ASCTB-TEMP_sma","BM","SMA"
"https://purl.org/ccf/ASCTB-TEMP_sox10","BM","SOX10"
"https://purl.org/ccf/ASCTB-TEMP_sox17","BM","SOX17"
"https://purl.org/ccf/ASCTB-TEMP_sox9","BM","SOX9"
"https://purl.org/ccf/ASCTB-TEMP_spink2","BM","SPINK2"
"https://purl.org/ccf/ASCTB-TEMP_ssea3","BM","SSEA3"
"https://purl.org/ccf/ASCTB-TEMP_synaptophysin","BM","Synaptophysin"
"https://purl.org/ccf/ASCTB-TEMP_synaptophysin","BM","synaptophysin"
"https://purl.org/ccf/ASCTB-TEMP_syt2","BM","SYT2"
"https://purl.org/ccf/ASCTB-TEMP_tagln","BM","TAGLN"
"https://purl.org/ccf/ASCTB-TEMP_tcrab","BM","TCRab"
"https://purl.org/ccf/ASCTB-TEMP_tgf--ri","BM","TGF-β-RI"
"https://purl.org/ccf/ASCTB-TEMP_tgf--rii","BM","TGF-β-RII"
"https://purl.org/ccf/ASCTB-TEMP_tldc2","BM","TLDC2"
"https://purl.org/ccf/ASCTB-TEMP_tp53i3","BM","TP53I3"
"https://purl.org/ccf/ASCTB-TEMP_tppp3","BM","TPPP3"
"https://purl.org/ccf/ASCTB-TEMP_transferrin-r-cd71","BM","Transferrin-R CD71"
"https://purl.org/ccf/ASCTB-TEMP_tropomyosin","BM","tropomyosin"
"https://purl.org/ccf/ASCTB-TEMP_trp","BM","TRP"
"https://purl.org/ccf/ASCTB-TEMP_truncated-phosphorylated-forms-of-aqp0","BM","truncated/phosphorylated forms of AQP0"
"https://purl.org/ccf/ASCTB-TEMP_ulex-","BM","Ulex+"
"https://purl.org/ccf/ASCTB-TEMP_umod","BM","UMOD"
"https://purl.org/ccf/ASCTB-TEMP_uroguanylin","BM","uroguanylin"
"https://purl.org/ccf/ASCTB-TEMP_vegf","BM","VEGF"
"https://purl.org/ccf/ASCTB-TEMP_vim","BM","VIM"
"https://purl.org/ccf/ASCTB-TEMP_vimentin","BM","vimentin"
"http://purl.obolibrary.org/obo/CL_0000071","CT","vascular endothelial cells"
"http://purl.obolibrary.org/obo/CL_0000071","CT","blood endothelial cell"
"http://purl.obolibrary.org/obo/CL_0000071","CT","blood vessel endothelial cell"
"http://purl.obolibrary.org/obo/CL_0000071","CT","endothelial cell"
"http://purl.obolibrary.org/obo/CL_0000071","CT","smooth muscle cell"
"http://purl.obolibrary.org/obo/CL_0002436","CT","cd4+ t single positive thymocyte"
"http://purl.obolibrary.org/obo/CL_0000188","CT","skeletal muscle cell"
"http://purl.obolibrary.org/obo/CL_0000188","CT","skeletal muscle"
"http://purl.obolibrary.org/obo/PCL_0015037","CT","inh l1-5 vip linc01013"
"http://purl.obolibrary.org/obo/CL_0000233","CT","platelet"
"http://purl.obolibrary.org/obo/CL_0002586","CT","retinal pigmented epithelial cell"
"http://purl.obolibrary.org/obo/CL_0002453","CT","oligodendrocyte precursor cell"
"http://purl.obolibrary.org/obo/CL_0000818","CT","transitional immature b cells"
"http://purl.obolibrary.org/obo/CL_0000818","CT","transitional b cell"
"https://purl.org/ccf/ASCTB-TEMP_reticular-cell-of-splenic-sinusoid","CT","reticular cell of splenic sinusoid"
"http://purl.obolibrary.org/obo/CL_0000882","CT","macrophage"
"http://purl.obolibrary.org/obo/CL_1001131","CT","ascending vasa recta endothelial cell"
"http://purl.obolibrary.org/obo/CL_0002228","CT","primary lens fiber"
"http://purl.obolibrary.org/obo/CL_0002396","CT","cd16 monocyte"
"http://purl.obolibrary.org/obo/CL_0000553","CT","early megakaryocyte (mk)"
"http://purl.obolibrary.org/obo/CL_0002543","CT","endothelial cell"
"http://purl.obolibrary.org/obo/CL_0002543","CT","venous endothelium"
"http://purl.obolibrary.org/obo/CL_0002543","CT","blood endothelial cells"
"http://purl.obolibrary.org/obo/CL_0002543","CT","endothelial cell of vein"
"http://purl.obolibrary.org/obo/CL_0000127","CT","astrocyte"
"http://purl.obolibrary.org/obo/CL_4030017","CT","distal convoluted tubule cell type 2"
"http://purl.obolibrary.org/obo/PCL_0015053","CT","inh l5-6 sst bean1"
"http://purl.obolibrary.org/obo/CL_0000743","CT","hypertrophic chondrocyte"
"http://purl.obolibrary.org/obo/CL_0000743","CT","hypertrophic chondrocytes"
"http://purl.obolibrary.org/obo/CL_0019017","CT","smooth muscle cell"
"http://purl.obolibrary.org/obo/PCL_0015086","CT","exc l3 rorb otogl"
"http://purl.obolibrary.org/obo/PCL_0015075","CT","exc l2 linc00507 glra3"
"http://purl.obolibrary.org/obo/CL_0001006","CT","dendritic cell (dc1)"
"http://purl.obolibrary.org/obo/CL_0001006","CT","dendritic cell (dc2)"
"http://purl.obolibrary.org/obo/CL_0001006","CT","dendritic cell (monocyte-derived)"
"http://purl.obolibrary.org/obo/CL_0001006","CT","dendritic cell (migratory)"
"http://purl.obolibrary.org/obo/CL_4030022","CT","medullary fibroblast"
"https://purl.org/ccf/ASCTB-TEMP_astro59","CT","astro_59"
"http://purl.obolibrary.org/obo/CL_0002568","CT","mesenchymal stromal cell of wharton's jelly"
"https://purl.org/ccf/ASCTB-TEMP_dlnp89","CT","dlnp_89"
"http://purl.obolibrary.org/obo/PCL_0015101","CT","exc l5-6 fezf2 c9orf135-as1"
"https://purl.org/ccf/ASCTB-TEMP_splat425","CT","splat_425"
"http://purl.obolibrary.org/obo/CL_0000186","CT","myofibroblast"
"http://purl.obolibrary.org/obo/CL_0000186","CT","myofibroblasts"
"http://purl.obolibrary.org/obo/CL_0000826","CT","pro b progenitor"
"http://purl.obolibrary.org/obo/PCL_0015127","CT","micro l1-6 tyrobp cd74"
"http://purl.obolibrary.org/obo/CL_0000175","CT","luteal cell"
"http://purl.obolibrary.org/obo/CL_4028002","CT","cap1 general capillary gcap"
"https://purl.org/ccf/ASCTB-TEMP_splat389","CT","splat_389"
"https://purl.org/ccf/ASCTB-TEMP_amex405","CT","amex_405"
"http://purl.obolibrary.org/obo/CL_0000745","CT","horizontal cell"
"http://purl.obolibrary.org/obo/CL_0000746","CT","cardiomyocyte"
"http://purl.obolibrary.org/obo/CL_0004253","CT","wide field cell"
"http://purl.obolibrary.org/obo/PCL_0015003","CT","inh l1-6 lamp5 aard"
"http://purl.obolibrary.org/obo/PCL_0015095","CT","exc l6 themis sln"
"http://purl.obolibrary.org/obo/PCL_0015005","CT","inh l1-6 lamp5 ca1"
"http://purl.obolibrary.org/obo/PCL_0015122","CT","astro l1-6 fgfr3 aqp1"
"http://purl.obolibrary.org/obo/CL_0000970","CT","memory b cell"
"http://purl.obolibrary.org/obo/CL_0002201","CT","intercalated cell type b"
"http://purl.obolibrary.org/obo/CL_0001055","CT","monocytes"
"https://purl.org/ccf/ASCTB-TEMP_cbi299","CT","cbi_299"
"http://purl.obolibrary.org/obo/CL_0001054","CT","cd14 monocyte"
"http://purl.obolibrary.org/obo/CL_0002619","CT","adult endothelial progenitor cell"
"http://purl.obolibrary.org/obo/CL_0000057","CT","fibroblast"
"http://purl.obolibrary.org/obo/CL_0000057","CT","fibroblasts"
"http://purl.obolibrary.org/obo/CL_0010008","CT","endothelial cell"
"http://purl.obolibrary.org/obo/CL_0010008","CT","cardiac endothelial cell"
"http://purl.obolibrary.org/obo/CL_0002303","CT","pigmented ciliary epithelial cell"
"http://purl.obolibrary.org/obo/CL_0000236","CT","b cell"
"http://purl.obolibrary.org/obo/CL_0000236","CT","b lymphocyte"
"https://purl.org/ccf/ASCTB-TEMP_splat313","CT","splat_313"
"https://purl.org/ccf/ASCTB-TEMP_cge285","CT","cge_285"
"http://purl.obolibrary.org/obo/CL_0000165","CT","neuroendocrine"
"http://purl.obolibrary.org/obo/CL_0000165","CT","neuroendocrine cell"
"http://purl.obolibrary.org/obo/CL_0000499","CT","stromal cell"
"http://purl.obolibrary.org/obo/CL_0000499","CT","splenic stromal cell (non-frc/non-fdc)"
"http://purl.obolibrary.org/obo/CL_0001062","CT","cd8 t cell effector memory cd45ra"
"http://purl.obolibrary.org/obo/PCL_0015088","CT","exc l5 themis slc22a18"
"http://purl.obolibrary.org/obo/CL_0009111","CT","centrocyte"
"http://purl.obolibrary.org/obo/CL_1000350","CT","basal cell of epithelium of terminal bronchiole"
"https://purl.org/ccf/ASCTB-TEMP_oligo50","CT","oligo_50"
"http://purl.obolibrary.org/obo/CL_4030011","CT","proximal tubule cell epithelial segment 3"
"http://purl.obolibrary.org/obo/CL_0002153","CT","keratinocyte (corneocyte)"
"http://purl.obolibrary.org/obo/CL_0000096","CT","neutrophil (normally intravascular only)"
"https://purl.org/ccf/ASCTB-TEMP_splat238","CT","splat_238"
"http://purl.obolibrary.org/obo/CL_0002620","CT","fibroblast"
"https://purl.org/ccf/ASCTB-TEMP_cge294","CT","cge_294"
"http://purl.obolibrary.org/obo/CL_0000097","CT","mast cell"
"http://purl.obolibrary.org/obo/CL_0000097","CT","mast cells"
"https://purl.org/ccf/ASCTB-TEMP_dlit144","CT","dlit_144"
"http://purl.obolibrary.org/obo/CL_0002340","CT","luminal epithelia"
"http://purl.obolibrary.org/obo/CL_0002341","CT","basal epithelia"
"http://purl.obolibrary.org/obo/CL_4030016","CT","distal convoluted tubule cell type 1"
"http://purl.obolibrary.org/obo/PCL_0015012","CT","inh l1-2 vip htr3a"
"http://purl.obolibrary.org/obo/PCL_0015094","CT","exc l6 themis linc00343"
"http://purl.obolibrary.org/obo/CL_0000883","CT","macrophage"
"http://purl.obolibrary.org/obo/PCL_0015082","CT","exc l3 themis enpep"
"http://purl.obolibrary.org/obo/CL_1001599","CT","pancreas exocrine glandular cell"
"http://purl.obolibrary.org/obo/PCL_0015044","CT","inh l5-6 pvalb sst crhr2"
"http://purl.obolibrary.org/obo/CL_0009011","CT","transient amplifying cell"
"http://purl.obolibrary.org/obo/CL_0001071","CT","innate lymphoid cell 3"
"http://purl.obolibrary.org/obo/CL_2000040","CT","endothelium"
"http://purl.obolibrary.org/obo/PCL_0015110","CT","exc l5 fezf2 csn1s1"
"http://purl.obolibrary.org/obo/CL_0000771","CT","eosinophil"
"http://purl.obolibrary.org/obo/CL_0000771","CT","eosinophils"
"http://purl.obolibrary.org/obo/CL_0009107","CT","lymphatic endothelial cell -subcapsular sinus ceiling"
"http://purl.obolibrary.org/obo/CL_1000279","CT","muscle"
"http://purl.obolibrary.org/obo/CL_0002313","CT","neuroendocrine epithelia"
"https://purl.org/ccf/ASCTB-TEMP_dlct6b107","CT","dlct6b_107"
"http://purl.obolibrary.org/obo/PCL_0015076","CT","exc l2-3 rorb rtkn2"
"http://purl.obolibrary.org/obo/CL_4033030","CT","diffuse bipolar 3b cell"
"https://purl.org/ccf/ASCTB-TEMP_llc275","CT","llc_275"
"https://purl.org/ccf/ASCTB-TEMP_astro55","CT","astro_55"
"https://purl.org/ccf/ASCTB-TEMP_bgl51","CT","bgl_51"
"https://purl.org/ccf/ASCTB-TEMP_l5et113","CT","l5et_113"
"http://purl.obolibrary.org/obo/PCL_0015030","CT","inh l3-5 vip hs3st3a1"
"http://purl.obolibrary.org/obo/CL_0000402","CT","cns interneuron"
"http://purl.obolibrary.org/obo/CL_0002138","CT","lymphatic endothelium"
"http://purl.obolibrary.org/obo/CL_0002138","CT","ilf lymphatic endothelium"
"http://purl.obolibrary.org/obo/CL_0002138","CT","hepatic lymphatic endothelial cell"
"http://purl.obolibrary.org/obo/CL_0002138","CT","endothelial cell of lymphatic vessel"
"http://purl.obolibrary.org/obo/CL_0002138","CT","lymphatic endothelium cell"
"http://purl.obolibrary.org/obo/CL_0002138","CT","lymphatic"
"http://purl.obolibrary.org/obo/CL_0002138","CT","lymphatic endothelial cell"
"http://purl.obolibrary.org/obo/CL_0009086","CT","endothelial cell of respiratory system lymphatic vessel"
"http://purl.obolibrary.org/obo/CL_0000163","CT","endocrine"
"http://purl.obolibrary.org/obo/CL_0000163","CT","endocrine lineage cell"
"http://purl.obolibrary.org/obo/CL_0002038","CT","t follicular helper cell"
"http://purl.obolibrary.org/obo/CL_4033010","CT","neuroendocrine cell of epithelium of lobar bronchus"
"http://purl.obolibrary.org/obo/CL_0000824","CT","mature natural killer"
"http://purl.obolibrary.org/obo/CL_0000169","CT","beta cell"
"http://purl.obolibrary.org/obo/PCL_0015043","CT","inh l5-6 sst isx"
"http://purl.obolibrary.org/obo/CL_0000990","CT","dendritic cell (classical)"
"http://purl.obolibrary.org/obo/CL_0000990","CT","dendritic cell type 2 (dc2)"
"http://purl.obolibrary.org/obo/CL_0000990","CT","conventional dc 1"
"http://purl.obolibrary.org/obo/CL_0000990","CT","dendritic cell type 1 (dc1)"
"https://purl.org/ccf/ASCTB-TEMP_dlct6b110","CT","dlct6b_110"
"https://purl.org/ccf/ASCTB-TEMP_cge296","CT","cge_296"
"http://purl.obolibrary.org/obo/CL_0000132","CT","corneal endothelial cell"
"http://purl.obolibrary.org/obo/CL_0000788","CT","naive b cell"
"http://purl.obolibrary.org/obo/PCL_0015100","CT","exc l5 themis rgpd6"
"http://purl.obolibrary.org/obo/PCL_0015120","CT","oligo l2-6 opalin fth1p3"
"https://purl.org/ccf/ASCTB-TEMP_dlnp87","CT","dlnp_87"
"http://purl.obolibrary.org/obo/CL_0000809","CT","double positive thymocyte"
"http://purl.obolibrary.org/obo/CL_0000895","CT","naive cd4+ t cell"
"http://purl.obolibrary.org/obo/CL_0000895","CT","naive thymus-derived cd4-positive, alpha-beta t cell"
"http://purl.obolibrary.org/obo/CL_0000895","CT","cd4 naive"
"https://purl.org/ccf/ASCTB-TEMP_perineural-cell","CT","perineural cell"
"http://purl.obolibrary.org/obo/CL_1000768","CT","connecting tubule cell"
"http://purl.obolibrary.org/obo/CL_0000899","CT","th17 cell"
"https://purl.org/ccf/ASCTB-TEMP_url310","CT","url_310"
"https://purl.org/ccf/ASCTB-TEMP_splat373","CT","splat_373"
"http://purl.obolibrary.org/obo/CL_0009080","CT","tuft cell"
"http://purl.obolibrary.org/obo/CL_0009080","CT","tuft cells"
"https://purl.org/ccf/ASCTB-TEMP_splat354","CT","splat_354"
"http://purl.obolibrary.org/obo/CL_0009073","CT","medullary thymic epithelial cell type 3"
"http://purl.obolibrary.org/obo/PCL_0015114","CT","exc l5 fezf2 nrep-as1"
"http://purl.obolibrary.org/obo/PCL_0015026","CT","inh l2 vip slc6a16"
"https://purl.org/ccf/ASCTB-TEMP_splat409","CT","splat_409"
"https://purl.org/ccf/ASCTB-TEMP_msn218","CT","msn_218"
"http://purl.obolibrary.org/obo/PCL_0015050","CT","inh l1-2 sst ccnjl"
"http://purl.obolibrary.org/obo/CL_0000540","CT","dorsal inhibitory neuron 8"
"http://purl.obolibrary.org/obo/CL_0000540","CT","dorsal excitatory neuron 2"
"http://purl.obolibrary.org/obo/CL_0000540","CT","dorsal excitatory neuron 1"
"http://purl.obolibrary.org/obo/CL_0000540","CT","dorsal excitatory neuron 11"
"http://purl.obolibrary.org/obo/CL_0000540","CT","medial excitatory neuron 4"
"http://purl.obolibrary.org/obo/CL_0000540","CT","medial excitatory neuron 3"
"http://purl.obolibrary.org/obo/CL_0000540","CT","medial excitatory neuron 1"
"http://purl.obolibrary.org/obo/CL_0000540","CT","dorsal excitatory neuron 10"
"http://purl.obolibrary.org/obo/CL_0000540","CT","dorsal inhibitory neuron 1"
"http://purl.obolibrary.org/obo/CL_0000540","CT","dorsal excitatory neuron 5"
"http://purl.obolibrary.org/obo/CL_0000540","CT","ventral inhibitory neuron 2"
"http://purl.obolibrary.org/obo/CL_0000540","CT","dorsal excitatory neuron 12"
"http://purl.obolibrary.org/obo/CL_0000540","CT","ventral inhibitory neuron 1"
"http://purl.obolibrary.org/obo/CL_0000540","CT","ventral excitatory neuron 3"
"http://purl.obolibrary.org/obo/CL_0000540","CT","dorsal inhibitory neuron 3"
"http://purl.obolibrary.org/obo/CL_0000540","CT","dorsal excitatory neuron 7"
"http://purl.obolibrary.org/obo/CL_0000540","CT","dorsal inhibitory neuron 6"
"http://purl.obolibrary.org/obo/CL_0000540","CT","dorsal inhibitory neuron 9"
"http://purl.obolibrary.org/obo/CL_0000540","CT","dorsal excitatory neuron 6"
"http://purl.obolibrary.org/obo/CL_0000540","CT","medial excitatory neuron 2"
"http://purl.obolibrary.org/obo/CL_0000540","CT","ventral excitatory neuron 2"
"http://purl.obolibrary.org/obo/CL_0000540","CT","ventral excitatory neuron 1"
"http://purl.obolibrary.org/obo/CL_0000540","CT","medial inhibitory neuron 1"
"http://purl.obolibrary.org/obo/CL_0000540","CT","dorsal excitatory neuron 8"
"http://purl.obolibrary.org/obo/CL_0000540","CT","dorsal inhibitory neuron 5"
"http://purl.obolibrary.org/obo/CL_0000540","CT","dorsal excitatory neuron 4"
"http://purl.obolibrary.org/obo/CL_0000540","CT","dorsal excitatory neuron 9"
"http://purl.obolibrary.org/obo/CL_0000540","CT","dorsal inhibitory neuron 4"
"http://purl.obolibrary.org/obo/CL_0000540","CT","ventral inhibitory neuron 3"
"http://purl.obolibrary.org/obo/CL_0000540","CT","dorsal excitatory neuron 3"
"http://purl.obolibrary.org/obo/CL_0000540","CT","dorsal inhibitory neuron 7"
"http://purl.obolibrary.org/obo/CL_0000540","CT","dorsal inhibitory neuron 2"
"http://purl.obolibrary.org/obo/CL_0000540","CT","neuron"
"http://purl.obolibrary.org/obo/PCL_0015089","CT","exc l5-6 themis tnfaip6"
"https://purl.org/ccf/ASCTB-TEMP_oligo47","CT","oligo_47"
"http://purl.obolibrary.org/obo/CL_2000008","CT","microvascular endothelial cell"
"https://purl.org/ccf/ASCTB-TEMP_mgl9","CT","mgl_9"
"http://purl.obolibrary.org/obo/CL_0000192","CT","smooth muscle cell"
"http://purl.obolibrary.org/obo/CL_0000192","CT","smooth muscle"
"http://purl.obolibrary.org/obo/CL_0000192","CT","splenic smooth muscle cell"
"http://purl.obolibrary.org/obo/CL_0000940","CT","mucosal invariant t cell"
"http://purl.obolibrary.org/obo/CL_0000940","CT","mucosal associated invariant t cell"
"https://purl.org/ccf/ASCTB-TEMP_dlct6b101","CT","dlct6b_101"
"http://purl.obolibrary.org/obo/PCL_0015052","CT","inh l1-2 sst prrt4"
"http://purl.obolibrary.org/obo/CL_0000158","CT","club cell"
"https://purl.org/ccf/ASCTB-TEMP_astro53","CT","astro_53"
"https://purl.org/ccf/ASCTB-TEMP_oligo45","CT","oligo_45"
"http://purl.obolibrary.org/obo/CL_0001056","CT","dendritic cell"
"http://purl.obolibrary.org/obo/CL_0001056","CT","dendritic cell (dc)"
"http://purl.obolibrary.org/obo/CL_0001056","CT","conventional dendritic cell"
"http://purl.obolibrary.org/obo/CL_0001056","CT","dendritic cell type 3 (dc3)"
"http://purl.obolibrary.org/obo/CL_0001056","CT","dendritic cell (general)"
"http://purl.obolibrary.org/obo/CL_0000767","CT","basophil"
"https://purl.org/ccf/ASCTB-TEMP_llc268","CT","llc_268"
"https://purl.org/ccf/ASCTB-TEMP_dlit146","CT","dlit_146"
"http://purl.obolibrary.org/obo/CL_0000557","CT","granulocyte-macrophage progenitor cell (gmp)"
"http://purl.obolibrary.org/obo/CL_0000503","CT","theca cell"
"http://purl.obolibrary.org/obo/PCL_0015018","CT","inh l1 sst defb108b"
"https://purl.org/ccf/ASCTB-TEMP_mge245","CT","mge_245"
"https://purl.org/ccf/ASCTB-TEMP_dlnp96","CT","dlnp_96"
"https://purl.org/ccf/ASCTB-TEMP_semilunar-type-1-cell","CT","semilunar type 1 cell"
"https://purl.org/ccf/ASCTB-TEMP_ca13119","CT","ca13_119"
"http://purl.obolibrary.org/obo/CL_1000324","CT","goblet cell"
"http://purl.obolibrary.org/obo/CL_0002145","CT","ciliated columnar cell of tracheobronchial tree"
"http://purl.obolibrary.org/obo/PCL_0015064","CT","inh l2-5 pvalb rph3al"
"http://purl.obolibrary.org/obo/CL_0009089","CT","lung pericyte"
"http://purl.obolibrary.org/obo/CL_0009113","CT","t follicular regulatory cell"
"http://purl.obolibrary.org/obo/CL_1000344","CT","paneth"
"http://purl.obolibrary.org/obo/CL_1000344","CT","paneth cell"
"http://purl.obolibrary.org/obo/CL_0000545","CT","t helper"
"http://purl.obolibrary.org/obo/CL_0000545","CT","th1 cell"
"https://purl.org/ccf/ASCTB-TEMP_cge288","CT","cge_288"
"http://purl.obolibrary.org/obo/CL_0009083","CT","double negative thymocyte 4"
"https://purl.org/ccf/ASCTB-TEMP_ca4190","CT","ca4_190"
"https://purl.org/ccf/ASCTB-TEMP_dec205-dc","CT","dec205+ dc"
"http://purl.obolibrary.org/obo/CL_0000625","CT","cd8+ t cell"
"https://purl.org/ccf/ASCTB-TEMP_dlit149","CT","dlit_149"
"https://purl.org/ccf/ASCTB-TEMP_epen69","CT","epen_69"
"http://purl.obolibrary.org/obo/CL_0000793","CT","surface intraepithelial cd4+ lymphocyte"
"http://purl.obolibrary.org/obo/CL_1001111","CT","descending thin limb cell"
"https://purl.org/ccf/ASCTB-TEMP_thex458","CT","thex_458"
"https://purl.org/ccf/ASCTB-TEMP_ca13182","CT","ca13_182"
"http://purl.obolibrary.org/obo/CL_1000692","CT","fibroblast"
"http://purl.obolibrary.org/obo/CL_4023060","CT","hippocampal ca1-3 neuron"
"http://purl.obolibrary.org/obo/CL_0002088","CT","interstitial cell of cajal"
"http://purl.obolibrary.org/obo/CL_0002088","CT","interstitial cells of cajal"
"http://purl.obolibrary.org/obo/PCL_0015078","CT","exc l3 lamp5 carm1p1"
"http://purl.obolibrary.org/obo/PCL_0015116","CT","exc l5-6 fezf2 ifng-as1"
"http://purl.obolibrary.org/obo/CL_0011005","CT","gabaergic interneuron"
"http://purl.obolibrary.org/obo/PCL_0015013","CT","inh l1-2 vip wnt4"
"https://purl.org/ccf/ASCTB-TEMP_splat369","CT","splat_369"
"http://purl.obolibrary.org/obo/CL_0000037","CT","hematopoetic stem cell"
"http://purl.obolibrary.org/obo/CL_0000037","CT","hemopoietic stem cell (hsc)"
"http://purl.obolibrary.org/obo/CL_0001078","CT","group 3 innate lymphoid cell"
"http://purl.obolibrary.org/obo/CL_0001078","CT","innate lymphoid cell (type 3)"
"http://purl.obolibrary.org/obo/CL_0000242","CT","merkel cell"
"http://purl.obolibrary.org/obo/CL_0000242","CT","merkel"
"http://purl.obolibrary.org/obo/PCL_0015040","CT","inh l1-6 sst npy (sst chodl)"
"http://purl.obolibrary.org/obo/CL_0000900","CT","cd8 naive"
"http://purl.obolibrary.org/obo/CL_0000900","CT","naive thymus-derived cd8-positive, alpha-beta t cell"
"http://purl.obolibrary.org/obo/CL_0000900","CT","naive cd8+ t cell"
"http://purl.obolibrary.org/obo/CL_0002573","CT","nerve"
"http://purl.obolibrary.org/obo/CL_0002573","CT","nerve/schwann cell"
"http://purl.obolibrary.org/obo/CL_0002573","CT","schwann cell"
"https://purl.org/ccf/ASCTB-TEMP_splat340","CT","splat_340"
"http://purl.obolibrary.org/obo/CL_1000309","CT","adipocyte"
"http://purl.obolibrary.org/obo/PCL_0015105","CT","exc l6 fezf2 ffar4"
"http://purl.obolibrary.org/obo/CL_4033031","CT","diffuse bipolar 4 cell"
"http://purl.obolibrary.org/obo/CL_0000749","CT","on bipolar cell"
"http://purl.obolibrary.org/obo/CL_1000695","CT","m2-macrophage"
"http://purl.obolibrary.org/obo/PCL_0015004","CT","inh l1-6 lamp5 nes"
"https://purl.org/ccf/ASCTB-TEMP_chrp81","CT","chrp_81"
"http://purl.obolibrary.org/obo/CL_0000094","CT","granulocyte"
"https://purl.org/ccf/ASCTB-TEMP_splenic-perifollicular-zone-macrophage","CT","splenic perifollicular zone macrophage"
"http://purl.obolibrary.org/obo/CL_0000751","CT","rod bipolar cell"
"http://purl.obolibrary.org/obo/PCL_0015090","CT","exc l3-5 rorb lnx2"
"http://purl.obolibrary.org/obo/CL_4028003","CT","cap2 aerocyte capillary acap"
"http://purl.obolibrary.org/obo/PCL_0015047","CT","inh l2-3 sst nmu"
"http://purl.obolibrary.org/obo/PCL_0015112","CT","exc l3-5 fezf2 linc01107"
"https://purl.org/ccf/ASCTB-TEMP_midi443","CT","midi_443"
"https://purl.org/ccf/ASCTB-TEMP_cbi306","CT","cbi_306"
"http://purl.obolibrary.org/obo/CL_2000053","CT","splenic endothelial cell"
"https://purl.org/ccf/ASCTB-TEMP_mgl6","CT","mgl_6"
"http://purl.obolibrary.org/obo/CL_4030020","CT","connecting tubule intercalated cell type a"
"http://purl.obolibrary.org/obo/CL_4030010","CT","proximal tubule epithelial cell segment 2"
"http://purl.obolibrary.org/obo/CL_1000348","CT","basal cell of epithelium of trachea"
"http://purl.obolibrary.org/obo/PCL_0015024","CT","inh l1-3 vip fndc1"
"http://purl.obolibrary.org/obo/CL_0009105","CT","t cell zone reticular cell"
"http://purl.obolibrary.org/obo/CL_0002597","CT","smooth muscle"
"http://purl.obolibrary.org/obo/CL_0019032","CT","tuft cell"
"https://purl.org/ccf/ASCTB-TEMP_chrp79","CT","chrp_79"
"http://purl.obolibrary.org/obo/CL_0000909","CT","non-cytotoxic cd8+ memory t cell"
"http://purl.obolibrary.org/obo/CL_0000909","CT","memory cd8+ t cell"
"http://purl.obolibrary.org/obo/CL_0000909","CT","cd8 t cell memory"
"http://purl.obolibrary.org/obo/CL_0000909","CT","cd8+ t memory"
"http://purl.obolibrary.org/obo/CL_0004252","CT","medium-field cell"
"http://purl.obolibrary.org/obo/CL_0000561","CT","amacrine cell"
"http://purl.obolibrary.org/obo/CL_4033027","CT","diffuse bipolar 1 (db1)"
"http://purl.obolibrary.org/obo/CL_1000715","CT","cortical collecting duct intercalated cell type a"
"http://purl.obolibrary.org/obo/CL_1000715","CT","cortical collecting duct intercalated cell type b"
"https://purl.org/ccf/ASCTB-TEMP_chorionic-mesenchymal-stromal-cell-cmsc-","CT","chorionic mesenchymal stromal cell (cmsc)"
"https://purl.org/ccf/ASCTB-TEMP_lrl317","CT","lrl_317"
"http://purl.obolibrary.org/obo/CL_0002363","CT","keratocyte"
"http://purl.obolibrary.org/obo/CL_0000359","CT","smooth muscle cell"
"http://purl.obolibrary.org/obo/CL_0000359","CT","vascular smooth muscle cells"
"http://purl.obolibrary.org/obo/CL_0000359","CT","vascular smooth muscle cell"
"http://purl.obolibrary.org/obo/CL_0000359","CT","perivascular smooth muscle cell"
"http://purl.obolibrary.org/obo/PCL_0015065","CT","inh l3 pvalb samd13"
"https://purl.org/ccf/ASCTB-TEMP_splat416","CT","splat_416"
"http://purl.obolibrary.org/obo/CL_0002068","CT","purkinje fiber cell"
"http://purl.obolibrary.org/obo/CL_0002255","CT","endometrial stromal cell"
"http://purl.obolibrary.org/obo/CL_0009081","CT","double negative thymocyte 2"
"http://purl.obolibrary.org/obo/PCL_0015048","CT","inh l5-6 sst pawr"
"http://purl.obolibrary.org/obo/CL_0017004","CT","telocyte (interstitial like cell of cajal)"
"http://purl.obolibrary.org/obo/CL_0017004","CT","telocyte"
"http://purl.obolibrary.org/obo/CL_0004219","CT","a2 cell"
"http://purl.obolibrary.org/obo/CL_4030015","CT","collecting duct intercalated cell type a"
"https://purl.org/ccf/ASCTB-TEMP_amex408","CT","amex_408"
"http://purl.obolibrary.org/obo/CL_0000787","CT","memory-like b cell"
"http://purl.obolibrary.org/obo/CL_0000787","CT","memory b cell"
"https://purl.org/ccf/ASCTB-TEMP_splat412","CT","splat_412"
"http://purl.obolibrary.org/obo/CL_1000329","CT","tracheal goblet cell"
"http://purl.obolibrary.org/obo/PCL_0015083","CT","exc l3-5 rorb tnnt2"
"http://purl.obolibrary.org/obo/CL_0000649","CT","keratinocytes (spinous)"
"http://purl.obolibrary.org/obo/CL_0000575","CT","corneal epithelial cell"
"https://purl.org/ccf/ASCTB-TEMP_ca4195","CT","ca4_195"
