identifier,organ,ct
grid.9619.7,breast,3
grid.419034.b,kidney,1
grid.11142.37,kidney,5
grid.413417.4,placenta,4
grid.215352.2,liver,1
grid.59056.3f,breast,1
grid.417009.b,breast,8
grid.488182.f,prostate,7
grid.443386.e,skin,4
grid.425213.3,skin,1
grid.49697.35,breast,17
grid.414252.4,kidney,5
grid.411852.b,breast,2
grid.253561.6,breast,2
grid.469994.f,lung,1
grid.47100.32,embryo,7
grid.414279.d,breast,2
grid.136593.b,liver,13
grid.261455.1,lung,1
grid.15866.3c,lung,1
grid.8302.9,lymph node,1
grid.430503.1,breast,10
grid.460176.2,breast,4
grid.6571.5,prostate,2
grid.26091.3c,prostate,9
grid.240404.6,breast,3
grid.203458.8,placenta,8
grid.415613.4,heart,1
grid.14003.36,heart,4
grid.468189.a,breast,1
grid.268099.c,lung,6
grid.285847.4,lung,2
grid.26091.3c,breast,16
grid.7704.4,heart,6
grid.46078.3d,skin,1
grid.7345.5,skin,4
grid.418094.0,brain,3
grid.452402.5,prostate,2
grid.9582.6,knee,2
grid.416938.1,brain,3
grid.268099.c,eye,2
grid.414809.0,placenta,4
grid.11893.32,pancreas,6
grid.418119.4,breast,2
grid.476548.c,skin,4
grid.260969.2,breast,2
grid.464654.1,heart,1
grid.412358.9,heart,1
grid.21006.35,eye,3
grid.11630.35,ovary,2
grid.412162.2,kidney,3
grid.410711.2,liver,10
grid.411643.5,Skeletal,1
grid.4777.3,kidney,5
grid.29980.3a,knee,7
grid.414279.d,lung,1
grid.410421.2,knee,1
grid.63368.38,breast,6
grid.7247.6,heart,1
grid.410526.4,Tonsil,1
grid.489552.7,eye,2
grid.419336.a,embryo,2
grid.258676.8,brain,3
grid.267324.6,brain,1
grid.240341.0,lung,2
grid.412468.d,liver,1
grid.11135.37,knee,11
grid.416912.9,knee,4
grid.24695.3c,spleen,2
grid.417815.e,Skeletal,2
grid.411083.f,placenta,1
grid.17242.32,lung,1
grid.444250.3,Skeletal,4
grid.448792.4,breast,1
grid.261593.a,knee,1
grid.412832.e,liver,5
grid.448692.5,brain,1
grid.21729.3f,breast,2
grid.266539.d,knee,3
grid.474012.4,liver,1
grid.6292.f,liver,17
grid.412249.8,heart,1
grid.418913.6,breast,5
grid.48336.3a,prostate,1
grid.11899.38,lung,2
grid.412528.8,lung,3
grid.7340.0,prostate,1
grid.416827.e,lung,1
grid.252262.3,heart,3
grid.417643.3,lung,4
grid.484325.c,brain,1
grid.411597.f,liver,2
grid.411461.7,skin,2
grid.412553.4,knee,1
grid.412326.0,lung,1
grid.491771.d,lung,1
grid.416653.3,lung,3
grid.442535.1,kidney,1
grid.411898.d,brain,1
grid.239578.2,eye,2
grid.255168.d,breast,6
grid.257435.2,brain,1
grid.416549.b,heart,1
grid.413819.6,bone marrow,2
grid.410884.1,liver,7
grid.412332.5,breast,4
grid.8534.a,embryo,1
grid.1019.9,ovary,1
grid.411230.5,lung,6
grid.21925.3d,brain,2
grid.8591.5,brain,2
grid.412892.4,prostate,1
grid.249880.f,skin,4
grid.412896.0,liver,1
grid.55325.34,breast,10
grid.427832.8,kidney,5
grid.464625.7,skin,2
grid.7776.1,breast,19
grid.448862.4,skin,1
grid.412540.6,Skeletal,7
grid.35403.31,eye,1
grid.256155.0,liver,2
grid.1010.0,eye,1
grid.411790.a,ovary,16
grid.415131.3,pancreas,6
grid.412458.e,Tonsil,1
grid.6341.0,embryo,6
grid.5645.2,brain,3
grid.412004.3,brain,4
grid.416697.b,liver,2
grid.267313.2,skin,2
grid.144022.1,embryo,15
grid.410711.2,heart,1
grid.414313.0,lung,1
grid.418209.6,heart,4
grid.8761.8,Skeletal,8
grid.116068.8,breast,4
grid.480459.4,heart,6
grid.470064.1,brain,1
grid.468395.5,adipose,5
grid.419971.3,breast,1
grid.7340.0,liver,2
grid.412757.2,lung,11
grid.7155.6,ovary,1
grid.416477.7,liver,1
grid.430140.2,kidney,5
grid.414944.8,breast,4
grid.11142.37,liver,12
grid.250514.7,ovary,7
grid.460687.b,heart,14
grid.410527.5,heart,1
grid.417728.f,liver,14
grid.413973.b,heart,4
grid.1008.9,heart,2
grid.412259.9,kidney,3
grid.418818.c,prostate,9
grid.492920.4,kidney,1
grid.411971.b,liver,1
grid.412498.2,liver,15
grid.64939.31,brain,4
grid.216417.7,liver,6
grid.418769.5,eye,1
grid.7147.5,breast,3
grid.423459.d,heart,1
grid.411525.6,lung,9
grid.412904.a,liver,3
grid.7839.5,heart,5
grid.412558.f,prostate,8
grid.440785.a,breast,5
grid.5608.b,adipose,4
grid.4912.e,liver,4
grid.411941.8,kidney,1
grid.17088.36,kidney,16
grid.24695.3c,heart,12
grid.411898.d,liver,10
grid.415349.e,uterus,4
grid.417764.7,liver,1
grid.16872.3a,heart,1
grid.411052.3,bone marrow,6
grid.462482.e,prostate,2
grid.413483.9,lung,1
grid.25152.31,kidney,5
grid.410726.6,Skeletal,8
grid.412484.f,skin,1
grid.265073.5,Skeletal,8
grid.415488.4,liver,4
grid.418151.8,liver,6
grid.416918.3,liver,3
grid.5606.5,breast,3
grid.430503.1,lung,36
grid.413072.3,liver,1
grid.37172.30,breast,1
grid.415644.6,prostate,1
grid.39436.3b,brain,2
grid.413081.f,kidney,6
grid.418789.b,liver,7
grid.417656.7,kidney,4
grid.411765.0,breast,1
grid.472465.6,placenta,3
grid.9835.7,ovary,1
grid.252470.6,brain,1
grid.417455.6,breast,1
grid.9601.e,liver,8
grid.448811.0,kidney,1
grid.1008.9,Skeletal,3
grid.240324.3,prostate,1
grid.411746.1,prostate,2
grid.9786.0,Skeletal,4
grid.17091.3e,lung,4
grid.7942.8,adipose,4
grid.11899.38,adipose,2
grid.434549.b,lung,5
grid.416094.e,liver,1
grid.412371.2,skin,1
grid.5645.2,spleen,1
grid.411036.1,lung,1
grid.266102.1,peripheral nervous system,3
grid.414467.4,liver,1
grid.414553.2,breast,1
grid.11598.34,fetus,1
grid.5342.0,Skeletal,1
grid.419412.b,liver,1
grid.430221.6,breast,5
grid.411497.e,lung,9
grid.415018.9,heart,1
grid.413801.f,heart,1
grid.465311.4,brain,3
grid.17063.33,spinal cord,2
grid.251993.5,kidney,5
grid.471800.a,brain,1
grid.16149.3b,lung,9
grid.241054.6,Skeletal,1
grid.10548.38,eye,5
grid.9983.b,heart,1
grid.414698.6,Skeletal,2
grid.411639.8,lung,1
grid.267468.9,brain,3
grid.411524.7,liver,2
grid.411795.f,breast,6
grid.1003.2,Skeletal,2
grid.443420.5,liver,2
grid.460075.0,breast,1
grid.431755.1,breast,3
grid.9647.c,brain,2
grid.411517.7,liver,1
grid.419705.e,adipose,1
grid.189509.c,knee,7
grid.275559.9,lung,1
grid.239553.b,liver,2
grid.4714.6,kidney,3
grid.412093.d,liver,4
grid.460933.b,liver,3
grid.11875.3a,breast,8
grid.415402.6,brain,1
grid.266102.1,brain,7
grid.5510.1,adipose,6
grid.415131.3,bone marrow,41
grid.11176.30,liver,2
grid.508100.c,kidney,2
grid.33199.31,adipose,6
grid.11841.3d,heart,11
grid.443909.3,ovary,6
grid.465875.d,thymus,1
grid.7497.d,lung,1
grid.434949.7,brain,1
grid.426467.5,liver,1
grid.1004.5,lung,1
grid.264381.a,lung,4
grid.415593.f,brain,2
grid.452373.4,liver,1
grid.488516.6,heart,1
grid.411746.1,kidney,2
grid.413731.3,brain,1
grid.414433.5,brain,4
grid.260433.0,ureter,1
grid.412469.c,lung,1
grid.5342.0,liver,1
grid.459400.c,skin,7
grid.410726.6,brain,7
grid.17063.33,breast,28
grid.415373.7,heart,5
grid.266102.1,pancreas,4
grid.464588.3,liver,2
grid.412588.2,brain,6
grid.414537.0,embryo,1
grid.429289.c,prostate,2
grid.411083.f,lung,1
grid.241116.1,ureter,7
grid.482656.b,lymph node,2
grid.37828.36,prostate,1
grid.425956.9,liver,7
grid.452253.7,lung,2
grid.411549.c,liver,2
grid.152326.1,liver,15
grid.416238.a,lung,1
grid.411425.7,liver,4
grid.411848.0,Tonsil,2
grid.411507.6,breast,8
grid.166341.7,eye,2
grid.416888.b,knee,5
grid.416665.6,Tonsil,5
grid.464548.f,kidney,1
grid.25073.33,heart,12
grid.415723.6,placenta,2
grid.17083.3d,thymus,4
grid.181790.6,lung,1
grid.418784.6,liver,7
grid.465547.1,Tonsil,1
grid.415985.4,kidney,9
grid.19188.39,breast,3
grid.413548.f,prostate,2
grid.464385.8,liver,1
grid.4991.5,eye,1
grid.185648.6,lung,1
grid.430395.8,lung,1
grid.79703.3a,breast,6
grid.412112.5,breast,7
grid.443977.a,liver,2
grid.412503.1,breast,1
grid.256112.3,prostate,3
grid.444588.1,embryo,1
grid.460134.4,liver,1
grid.8684.2,liver,1
grid.463541.1,thymus,1
grid.412769.f,liver,1
grid.7450.6,embryo,2
grid.8991.9,liver,9
grid.177174.3,kidney,12
grid.417119.b,prostate,1
grid.476994.1,adipose,1
grid.46072.37,brain,1
grid.413028.c,breast,1
grid.476954.d,Skeletal,3
grid.411639.8,Tonsil,1
grid.411958.0,liver,2
grid.411887.3,heart,2
grid.21106.34,skin,2
grid.416685.8,prostate,2
grid.417248.c,Skeletal,1
grid.5596.f,embryo,2
grid.20931.39,skin,6
grid.412944.e,heart,2
grid.412311.4,eye,7
grid.17242.32,eye,1
grid.1002.3,ovary,2
grid.418345.f,lymph node,5
grid.29906.34,heart,1
grid.267362.4,heart,2
grid.411247.5,brain,1
grid.430884.3,breast,20
grid.266190.a,heart,1
grid.417689.5,adipose,1
grid.8391.3,lung,11
grid.411095.8,lung,7
grid.412591.a,brain,3
grid.1033.1,Skeletal,2
grid.254230.2,adipose,1
grid.418667.a,brain,1
grid.442256.3,lung,1
grid.16463.36,prostate,3
grid.459448.0,breast,3
grid.414640.3,lymph node,1
grid.418412.a,lung,1
grid.280418.7,brain,1
grid.213910.8,eye,1
grid.414262.7,bone marrow,1
grid.418600.b,breast,3
grid.415354.2,heart,1
grid.413618.9,ovary,11
grid.410543.7,heart,3
grid.440618.f,brain,6
grid.459662.a,breast,5
grid.411237.2,skin,2
grid.410745.3,heart,8
grid.410413.3,skin,2
grid.4830.f,lymph node,4
grid.411370.0,breast,3
grid.10689.36,heart,3
grid.260975.f,liver,14
grid.411255.6,liver,5
grid.412004.3,liver,8
grid.5018.c,brain,1
grid.482669.7,brain,2
grid.255168.d,liver,4
grid.5252.0,liver,6
grid.411319.f,breast,1
grid.413953.9,heart,2
grid.440183.a,heart,1
grid.416751.0,lung,1
grid.416411.7,knee,1
grid.7737.4,heart,20
grid.11586.3b,skin,1
grid.410567.1,lung,1
grid.411082.e,embryo,6
grid.414159.c,breast,10
grid.4489.1,breast,1
grid.442605.1,breast,1
grid.168010.e,liver,35
grid.411941.8,Skeletal,2
grid.411968.3,breast,1
grid.460847.9,skin,1
grid.16890.36,spinal cord,4
grid.415577.5,Skeletal,1
grid.440552.2,liver,1
grid.261331.4,liver,5
grid.417353.7,breast,1
grid.10067.30,liver,3
grid.412194.b,liver,1
grid.413574.0,heart,5
grid.26999.3d,spinal cord,7
grid.5361.1,Skeletal,2
grid.260539.b,heart,3
grid.414947.b,heart,1
grid.67105.35,spinal cord,1
grid.19188.39,prostate,1
grid.417990.2,skin,8
grid.411374.4,eye,1
grid.163555.1,breast,1
grid.415287.d,knee,11
grid.418546.a,embryo,2
grid.267134.5,knee,1
grid.459560.b,lung,1
grid.192267.9,breast,11
grid.411097.a,prostate,9
grid.266464.4,liver,1
grid.266683.f,skin,2
grid.414807.e,kidney,1
grid.458441.8,liver,8
grid.411389.6,ovary,6
grid.410827.8,kidney,2
grid.419725.c,liver,13
grid.266842.c,heart,1
grid.452862.f,lung,10
grid.26999.3d,liver,27
grid.423315.2,breast,1
grid.460862.e,liver,5
grid.415303.0,Tonsil,3
grid.253755.3,breast,6
grid.13291.38,ureter,1
grid.1013.3,ovary,1
grid.418275.d,Skeletal,3
grid.411440.4,breast,1
grid.10772.33,skin,1
grid.412022.7,eye,13
grid.224260.0,heart,11
grid.412036.2,breast,1
grid.424574.4,brain,1
grid.254229.a,Tonsil,1
grid.4563.4,embryo,5
grid.414947.b,liver,2
grid.5216.0,skin,4
grid.170205.1,knee,2
grid.7147.5,liver,1
grid.414809.0,breast,5
grid.503419.a,heart,4
grid.410864.f,pancreas,4
grid.410558.d,breast,1
grid.505933.9,liver,1
grid.411937.9,lung,2
grid.268394.2,liver,1
grid.430605.4,liver,4
grid.10784.3a,brain,1
grid.276809.2,brain,1
grid.461668.b,lung,2
grid.5590.9,brain,1
grid.412175.4,heart,2
grid.486749.0,heart,2
grid.414953.e,brain,7
grid.10784.3a,knee,3
grid.67105.35,lung,2
grid.1004.5,kidney,1
grid.491364.d,knee,1
grid.267308.8,kidney,16
grid.411731.1,lymph node,1
grid.414739.c,placenta,1
grid.415899.8,brain,1
grid.415143.6,breast,1
grid.410425.6,liver,2
grid.8547.e,kidney,22
grid.16753.36,lung,1
grid.251924.9,ureter,11
grid.410804.9,kidney,8
grid.15866.3c,embryo,5
grid.11348.3f,liver,2
grid.15444.30,spleen,3
grid.413357.7,lung,11
grid.5570.7,embryo,1
grid.459746.d,lung,5
grid.189504.1,lung,2
grid.94365.3d,liver,1
grid.415762.3,breast,1
grid.415946.b,lung,1
grid.14003.36,breast,4
grid.430529.9,brain,1
grid.10784.3a,eye,2
grid.411283.d,kidney,2
grid.21107.35,Skeletal,4
grid.415398.2,Skeletal,6
grid.452223.0,eye,1
grid.251916.8,liver,8
grid.5012.6,lung,1
grid.488450.5,Tonsil,1
grid.414026.5,heart,3
grid.411790.a,spleen,10
grid.10392.39,eye,3
grid.267500.6,kidney,2
grid.5386.8,Skeletal,7
grid.8195.5,brain,5
grid.27860.3b,breast,1
grid.11951.3d,liver,8
grid.414251.7,prostate,4
grid.411731.1,heart,4
grid.10419.3d,heart,5
grid.10854.38,prostate,1
grid.412677.1,lung,1
grid.413489.3,brain,10
grid.56302.32,heart,2
grid.4777.3,prostate,19
grid.412708.8,liver,1
grid.446025.1,heart,1
grid.440839.2,lung,1
grid.428062.a,brain,1
grid.24516.34,Skeletal,3
grid.39382.33,bone marrow,8
grid.10417.33,breast,22
grid.413734.6,knee,1
grid.411654.3,embryo,1
grid.484406.a,breast,4
grid.7149.b,skin,7
grid.430387.b,breast,4
grid.52681.38,liver,2
grid.7763.5,Skeletal,1
grid.26790.3a,eye,4
grid.7273.1,pelvis,1
grid.415954.8,liver,2
grid.8761.8,knee,3
grid.413782.b,kidney,2
grid.5645.2,thymus,4
grid.415131.3,kidney,4
grid.411276.7,eye,1
grid.415590.c,heart,1
grid.263518.b,breast,8
grid.40263.33,breast,6
grid.249967.7,liver,10
grid.107950.a,prostate,16
grid.251924.9,liver,4
grid.410859.1,liver,1
grid.266456.5,eye,2
grid.412571.4,skin,1
grid.8536.8,heart,1
grid.411326.3,brain,1
grid.411845.d,breast,8
grid.6612.3,heart,1
grid.411275.4,lymph node,1
grid.15485.3d,prostate,1
grid.411129.e,kidney,4
grid.1018.8,liver,1
grid.411877.c,heart,2
grid.10025.36,eye,1
grid.415836.d,Skeletal,3
grid.416345.1,lung,3
grid.459584.1,brain,1
grid.5284.b,liver,5
grid.6292.f,Skeletal,3
grid.10601.36,skin,2
grid.9970.7,lung,3
grid.8395.7,kidney,2
grid.261055.5,prostate,1
grid.23856.3a,heart,7
grid.44871.3e,skin,3
grid.411829.7,liver,1
grid.413839.4,kidney,3
grid.411597.f,knee,3
grid.413085.b,lung,2
grid.214458.e,spinal cord,3
grid.268187.2,eye,2
grid.449556.f,lung,1
grid.414009.8,breast,1
grid.411600.2,embryo,1
grid.46078.3d,heart,3
grid.5379.8,breast,1
grid.414252.4,embryo,3
grid.9707.9,brain,2
grid.33003.33,eye,2
grid.1051.5,heart,2
grid.513022.7,heart,3
grid.412902.c,prostate,1
grid.414964.a,kidney,5
grid.416612.6,eye,1
grid.420149.a,spinal cord,5
grid.10863.3c,lung,1
grid.21107.35,embryo,1
grid.418913.6,pelvis,2
grid.415131.3,Skeletal,2
grid.411763.6,bone marrow,1
grid.416888.b,fallopian tube,2
grid.8547.e,prostate,3
grid.79703.3a,liver,2
grid.239826.4,breast,2
grid.9851.5,brain,2
grid.412763.5,liver,4
grid.278276.e,kidney,1
grid.510477.0,liver,1
grid.6572.6,heart,2
grid.25879.31,lung,4
grid.22072.35,breast,32
grid.411304.3,liver,6
grid.489144.4,lymph node,1
grid.4989.c,urinary bladder,2
grid.6738.a,lung,2
grid.410786.c,eye,1
grid.415923.8,knee,4
grid.4991.5,knee,1
grid.44870.3f,skin,1
grid.7372.1,knee,9
grid.414947.b,kidney,1
grid.419388.f,heart,2
grid.413618.9,heart,44
grid.12832.3a,heart,5
grid.410818.4,pancreas,16
grid.7737.4,brain,1
grid.417642.2,breast,1
grid.6603.3,skin,1
grid.411198.4,skin,3
grid.461341.5,Skeletal,1
grid.411225.1,pancreas,7
grid.414495.9,breast,2
grid.7311.4,knee,1
grid.464839.4,placenta,1
grid.412188.6,lung,1
grid.265021.2,lung,4
grid.415511.5,lung,7
grid.416933.a,knee,1
grid.417003.1,breast,5
grid.477059.8,breast,1
grid.410864.f,liver,4
grid.413839.4,lymph node,1
grid.472587.b,skin,1
grid.255649.9,liver,9
grid.410737.6,Skeletal,1
grid.5335.0,brain,20
grid.413254.5,brain,2
grid.411580.9,lung,4
grid.258269.2,kidney,7
grid.412888.f,heart,6
grid.13291.38,Skeletal,16
grid.452511.6,liver,5
grid.419557.b,skin,3
grid.42505.36,eye,2
grid.8241.f,skin,2
grid.64337.35,heart,4
grid.464950.a,lymph node,2
grid.416353.6,breast,2
grid.459693.4,lung,1
grid.449553.a,heart,2
grid.6571.5,breast,1
grid.5645.2,bone marrow,1
grid.411017.2,skin,2
grid.411545.0,embryo,3
grid.413442.4,lymph node,4
grid.5342.0,small intestine,9
grid.410869.2,breast,1
grid.35403.31,skin,1
grid.257022.0,breast,1
grid.15496.3f,breast,1
grid.438526.e,heart,3
grid.91354.3a,skin,1
grid.414752.1,liver,9
grid.274841.c,brain,5
grid.258269.2,spinal cord,1
grid.7324.2,breast,1
grid.10757.34,breast,10
grid.5842.b,embryo,7
grid.5110.5,skin,2
grid.34477.33,prostate,1
grid.67033.31,placenta,7
grid.26999.3d,heart,1
grid.4827.9,heart,11
grid.27871.3b,liver,8
grid.413362.1,kidney,1
grid.1017.7,skin,3
grid.413957.d,lung,1
grid.133342.4,brain,1
grid.412694.c,breast,10
grid.452817.d,lung,1
grid.452222.1,lung,13
grid.7177.6,Skeletal,3
grid.258900.6,heart,1
grid.265061.6,breast,1
grid.413984.3,eye,9
grid.411638.9,liver,5
grid.186775.a,lung,2
grid.444465.3,kidney,9
grid.6936.a,breast,16
grid.411405.5,liver,8
grid.8302.9,Skeletal,2
grid.425534.1,liver,3
grid.418510.9,lung,4
grid.412258.8,skin,4
grid.268099.c,breast,1
grid.452497.9,breast,3
grid.9668.1,brain,9
grid.412615.5,lung,14
grid.412744.0,Skeletal,1
grid.411760.5,brain,17
grid.65456.34,brain,4
grid.464492.9,brain,7
grid.452200.1,breast,3
grid.449957.2,brain,1
grid.1005.4,adipose,4
grid.419639.0,heart,3
grid.415479.a,urinary bladder,5
grid.10025.36,pancreas,1
grid.410607.4,breast,1
grid.25073.33,breast,12
grid.69566.3a,liver,2
grid.449683.4,liver,1
grid.5685.e,skin,3
grid.413421.1,heart,5
grid.411239.c,liver,2
grid.1026.5,brain,1
grid.412846.d,liver,1
grid.413247.7,prostate,2
grid.470298.0,breast,1
grid.5949.1,lung,1
grid.22254.33,breast,1
grid.411407.7,liver,4
grid.7159.a,prostate,6
grid.411863.9,breast,5
grid.410421.2,breast,1
grid.11899.38,liver,4
grid.413629.b,liver,1
grid.5290.e,eye,1
grid.480470.f,liver,1
grid.254293.b,lung,1
grid.252487.e,lung,5
grid.213876.9,prostate,1
grid.7491.b,liver,2
grid.426884.4,liver,1
grid.411512.2,breast,2
grid.411461.7,eye,2
grid.442113.1,kidney,1
grid.15444.30,lymph node,5
grid.15876.3d,embryo,1
grid.417886.4,kidney,2
grid.252427.4,kidney,1
grid.430503.1,liver,1
grid.413328.f,breast,1
grid.459425.b,embryo,5
grid.410727.7,ovary,1
grid.20515.33,kidney,1
grid.271089.5,knee,1
grid.253419.8,eye,1
grid.22072.35,liver,1
grid.9486.3,heart,1
grid.43582.38,heart,10
grid.31410.37,ovary,1
grid.1003.2,breast,28
grid.420099.6,liver,6
grid.7080.f,bone marrow,2
grid.411583.a,heart,5
grid.411134.2,ovary,2
grid.7400.3,kidney,4
grid.1005.4,skin,1
grid.4756.0,Skeletal,1
grid.430387.b,lung,7
grid.411623.3,lymph node,1
grid.444943.a,liver,2
grid.10417.33,heart,2
grid.10825.3e,heart,1
grid.506076.2,breast,2
grid.417895.6,brain,13
grid.459579.3,placenta,16
grid.62560.37,uterus,3
grid.215654.1,liver,6
grid.419336.a,ovary,1
grid.440875.a,breast,4
grid.7943.9,breast,2
grid.412391.c,skin,2
grid.5522.0,ovary,4
grid.427788.6,Tonsil,4
grid.5510.1,liver,1
grid.26793.39,adipose,1
grid.28046.38,lung,3
grid.4991.5,liver,11
grid.415025.7,brain,1
grid.8391.3,brain,5
grid.8142.f,adipose,2
grid.28479.30,breast,1
grid.458384.6,kidney,1
grid.417111.3,lung,1
grid.17091.3e,brain,1
grid.413618.9,bone marrow,27
grid.417284.c,heart,4
grid.411445.1,breast,6
grid.444768.d,heart,8
grid.417705.0,breast,1
grid.452919.2,breast,1
grid.42505.36,kidney,17
grid.440827.d,liver,1
grid.5515.4,pancreas,1
grid.428097.0,brain,1
grid.9619.7,lung,1
grid.411746.1,breast,18
grid.9982.a,liver,5
grid.4367.6,breast,5
grid.8993.b,eye,1
grid.415414.1,placenta,6
grid.413591.b,ureter,4
grid.268154.c,skin,1
grid.7497.d,adipose,1
grid.411600.2,placenta,2
grid.411190.c,heart,3
grid.8271.c,knee,1
grid.24696.3f,brain,23
grid.7400.3,eye,1
grid.412827.a,skin,1
grid.263138.d,fetus,7
grid.430748.c,skin,1
grid.440699.6,Skeletal,4
grid.454145.5,ovary,9
grid.7039.d,brain,2
grid.429222.d,lung,8
grid.430605.4,adipose,3
grid.428397.3,eye,1
grid.418403.a,knee,6
grid.4305.2,kidney,2
grid.412166.6,lung,1
grid.7692.a,heart,3
grid.418547.b,heart,1
grid.451349.e,brain,1
grid.411600.2,heart,13
grid.413508.b,heart,7
grid.271300.7,kidney,20
grid.413213.6,lymph node,1
grid.21604.31,skin,2
grid.5522.0,adipose,1
grid.413056.5,liver,1
grid.21925.3d,peripheral nervous system,3
grid.477858.1,embryo,1
grid.265892.2,Skeletal,1
grid.482661.f,kidney,1
grid.414953.e,Tonsil,5
grid.411778.c,spinal cord,1
grid.423814.8,lung,1
grid.10698.36,eye,1
grid.419639.0,brain,3
grid.442855.a,liver,5
grid.411230.5,liver,6
grid.417014.7,breast,1
grid.239395.7,heart,5
grid.11899.38,uterus,11
grid.4305.2,prostate,1
grid.9707.9,liver,1
grid.412112.5,embryo,1
grid.136304.3,skin,1
grid.4991.5,Skeletal,2
grid.414612.4,knee,9
grid.10692.3c,liver,5
grid.5252.0,lung,7
grid.37553.37,lung,2
grid.419867.5,brain,2
grid.452710.5,prostate,6
grid.9759.2,Skeletal,5
grid.412237.1,kidney,1
grid.412910.f,breast,1
grid.8195.5,embryo,1
grid.416171.4,Skeletal,1
grid.429047.c,fallopian tube,6
grid.181790.6,brain,2
grid.21678.3a,liver,5
grid.5330.5,embryo,1
grid.410725.5,eye,5
grid.462975.b,Skeletal,4
grid.11918.30,liver,1
grid.417467.7,heart,2
grid.47100.32,lung,3
grid.10863.3c,bone marrow,1
grid.412464.1,embryo,1
grid.439378.2,liver,1
grid.411437.4,skin,5
grid.440907.e,brain,8
grid.412091.f,liver,3
grid.254224.7,lung,11
grid.14005.30,liver,4
grid.62560.37,brain,1
grid.417072.7,heart,10
grid.10919.30,kidney,1
grid.38603.3e,ureter,1
grid.1019.9,heart,1
grid.34980.36,liver,1
grid.56302.32,kidney,5
grid.419208.6,brain,2
grid.251924.9,kidney,10
grid.411681.b,Tonsil,1
grid.31501.36,skin,3
grid.266093.8,eye,1
grid.417068.c,breast,7
grid.412468.d,kidney,2
grid.267169.d,lung,1
grid.6363.0,heart,5
grid.16487.3c,skin,3
grid.50956.3f,liver,3
grid.266102.1,placenta,2
grid.9757.c,Skeletal,7
grid.7107.1,breast,7
grid.412521.1,brain,10
grid.417106.5,brain,1
grid.414764.4,skin,1
grid.477929.6,liver,1
grid.26009.3d,skin,5
grid.249880.f,liver,1
grid.10825.3e,kidney,1
grid.255168.d,skin,3
grid.412674.2,liver,2
grid.512965.c,kidney,1
grid.32056.32,heart,3
grid.412966.e,liver,2
grid.440263.7,breast,2
grid.273335.3,lung,7
grid.418082.7,prostate,3
grid.8993.b,skin,2
grid.5650.6,heart,1
grid.417424.0,pancreas,1
grid.411760.5,liver,1
grid.411173.1,pancreas,1
grid.11835.3e,prostate,3
grid.415489.5,breast,2
grid.412019.f,liver,13
grid.413026.2,heart,1
grid.7914.b,liver,1
grid.488516.6,kidney,1
grid.413807.9,knee,1
grid.7637.5,heart,4
grid.414607.0,lung,1
grid.457090.f,pancreas,4
grid.428158.2,liver,3
grid.11630.35,breast,6
grid.411760.5,breast,16
grid.267625.2,brain,1
grid.448792.4,heart,1
grid.240614.5,breast,1
grid.429997.8,embryo,2
grid.414704.2,lung,1
grid.5718.b,lung,4
grid.437825.f,breast,1
grid.411705.6,Skeletal,5
grid.413106.1,heart,6
grid.136593.b,ovary,7
grid.266871.c,heart,1
grid.134907.8,skin,1
grid.4777.3,lung,1
grid.267169.d,breast,1
grid.417986.5,breast,3
grid.4830.f,heart,4
grid.36511.30,eye,3
grid.6612.3,brain,1
grid.4494.d,adipose,1
grid.410836.8,eye,6
grid.270560.6,heart,1
grid.176731.5,lung,1
grid.412346.6,prostate,1
grid.444359.b,skin,1
grid.444416.7,lymph node,1
grid.410427.4,kidney,1
grid.7269.a,kidney,6
grid.412206.3,liver,4
grid.411294.b,liver,1
grid.413981.6,small intestine,2
grid.411642.4,lymph node,1
grid.465902.c,eye,1
grid.7849.2,knee,1
grid.517568.8,kidney,1
grid.8158.4,heart,5
grid.472465.6,breast,4
grid.420468.c,heart,2
grid.415281.b,brain,4
grid.411231.4,bone marrow,1
grid.7147.5,heart,1
grid.280434.9,eye,1
grid.8391.3,knee,7
grid.412377.4,prostate,6
grid.444727.6,breast,3
grid.14925.3b,breast,2
grid.512696.f,heart,1
grid.15462.34,eye,1
grid.8536.8,liver,5
grid.440551.1,brain,2
grid.412901.f,bone marrow,1
grid.412252.2,brain,5
grid.1002.3,brain,7
grid.7497.d,lymph node,2
grid.1043.6,lung,2
grid.411026.0,brain,1
grid.4691.a,heart,2
grid.266218.9,heart,1
grid.419425.f,lung,2
grid.411327.2,lung,5
grid.418818.c,lung,4
grid.45203.30,skin,1
grid.472458.8,brain,1
grid.25073.33,kidney,2
grid.412180.e,breast,1
grid.4514.4,lung,12
grid.449337.e,lung,1
grid.17089.37,small intestine,2
grid.257022.0,lung,1
grid.451262.6,breast,5
grid.265073.5,breast,9
grid.268415.c,brain,1
grid.412484.f,ovary,3
grid.67033.31,breast,2
grid.415490.d,Skeletal,1
grid.412449.e,brain,6
grid.415622.6,skin,3
grid.412467.2,Skeletal,2
grid.512548.f,brain,1
grid.411275.4,knee,1
grid.410549.d,Skeletal,3
grid.49606.3d,embryo,6
grid.412157.4,brain,8
grid.266869.5,brain,3
grid.412461.4,lung,9
grid.444893.6,brain,1
grid.31432.37,brain,6
grid.413018.f,lymph node,1
grid.39382.33,kidney,2
grid.411634.5,liver,1
grid.418376.f,embryo,5
grid.418628.1,liver,15
