identifier,organ,ct
grid.12366.30,Skeletal,2
grid.484195.5,embryo,1
grid.267625.2,liver,6
grid.417593.d,embryo,3
grid.11480.3c,brain,1
grid.12650.30,skin,1
grid.6363.0,breast,8
grid.413850.b,adipose,1
grid.416289.0,prostate,6
grid.9486.3,adipose,1
grid.7632.0,kidney,1
grid.410818.4,lung,3
grid.488492.b,knee,1
grid.264381.a,spinal cord,8
grid.459990.8,brain,1
grid.25152.31,skin,8
grid.413967.e,pancreas,16
grid.256342.4,eye,5
grid.265436.0,brain,4
grid.420169.8,breast,1
grid.464982.5,Skeletal,5
grid.12527.33,skin,2
grid.24381.3c,breast,9
grid.8547.e,Skeletal,1
grid.413548.f,heart,4
grid.11480.3c,skin,1
grid.414021.2,lung,1
grid.240283.f,bone marrow,1
grid.429046.d,breast,8
grid.273335.3,bone marrow,1
grid.419353.9,breast,1
grid.477929.6,lung,1
grid.416167.3,breast,6
grid.452490.e,lung,8
grid.255588.7,kidney,5
grid.16753.36,lymph node,1
grid.413081.f,breast,2
grid.266100.3,Tonsil,3
grid.412480.b,heart,2
grid.440479.a,liver,2
grid.7836.a,breast,1
grid.440752.0,brain,1
grid.67105.35,brain,4
grid.460789.4,embryo,6
grid.413354.4,knee,1
grid.17635.36,lung,3
grid.412027.2,lung,1
grid.416497.9,bone marrow,8
grid.461872.e,lung,1
grid.430387.b,spinal cord,1
grid.454209.e,liver,1
grid.6963.a,liver,1
grid.257413.6,adipose,2
grid.486769.2,prostate,1
grid.458449.0,Skeletal,8
grid.417886.4,liver,1
grid.411115.1,liver,1
grid.166341.7,brain,6
grid.410595.c,spleen,1
grid.167436.1,heart,1
grid.33199.31,liver,4
grid.427832.8,breast,10
grid.10824.3f,eye,2
grid.412008.f,liver,3
grid.413448.e,brain,1
grid.411354.6,breast,2
grid.48336.3a,liver,3
grid.413213.6,liver,1
grid.6612.3,breast,3
grid.9918.9,skin,1
grid.15276.37,kidney,5
grid.8217.c,liver,2
grid.251916.8,knee,7
grid.442852.d,heart,1
grid.410634.4,liver,1
grid.8191.1,breast,10
grid.415858.5,lung,1
grid.412801.e,liver,3
grid.27755.32,liver,10
grid.413204.0,lung,9
grid.414830.a,brain,1
grid.410843.a,lung,1
grid.454211.7,heart,8
grid.472952.f,brain,1
grid.438526.e,liver,17
grid.414011.1,lung,6
grid.22935.3f,Skeletal,5
grid.50956.3f,breast,6
grid.9619.7,eye,3
grid.418573.c,breast,1
grid.412125.1,breast,2
grid.266436.3,liver,3
grid.239915.5,bone marrow,3
grid.67293.39,brain,1
grid.7039.d,knee,1
