pmid|biotype|identifier_type
doi:10.1101/2020.11.24.393629|molecular interactions|
16921170|molecular interactions|pmid
11159188|disease|pmid
17314030|molecular interactions|pmid
"10982817|mint:MINT-5212988"|molecular interactions|pmid
21136704|disease|pmid
"19820168|doi:10.1073/pnas.0907280106|imex:IM-14853"|molecular interactions|pmid
21840382|molecular interactions|pmid
16803529|disease|pmid
33648545|molecular interactions|pmid
30106451|disease|pmid
17283066|molecular interactions|pmid
9880513|molecular interactions|pmid
21880731|molecular interactions|pmid
27183918|disease|pmid
10202139|molecular interactions|pmid
20159449|molecular interactions|pmid
23172285|molecular interactions|pmid
21968017|molecular interactions|pmid
25118285|molecular interactions|pmid
9649952|disease|pmid
9312147|molecular interactions|pmid
"26816381|doi:10.1126/science.aad3312|imex:IM-25464"|molecular interactions|pmid
22158902|molecular interactions|pmid
17045592|molecular interactions|pmid
20194617|molecular interactions|pmid
12480705|molecular interactions|pmid
18341273|molecular interactions|pmid
26504087|molecular interactions|pmid
18559503|molecular interactions|pmid
27549738|disease|pmid
20363638|molecular interactions|pmid
"18801728|imex:IM-16901"|molecular interactions|pmid
11314805|disease|pmid
20171186|molecular interactions|pmid
24285217|disease|pmid
28352351|disease|pmid
24983867|molecular interactions|pmid
28974699|molecular interactions|pmid
23378724|disease|pmid
28496097|molecular interactions|pmid
11827972|molecular interactions|pmid
18849585|molecular interactions|pmid
"19934020|imex:IM-26889"|molecular interactions|pmid
19752772|disease|pmid
10697556|disease|pmid
16201967|molecular interactions|pmid
11062019|molecular interactions|pmid
20961098|molecular interactions|pmid
12874286|molecular interactions|pmid
11809160|disease|pmid
11404076|genetic interaction|pmid
25062733|disease|pmid
16794575|molecular interactions|pmid
"28007913|imex:IM-25792"|molecular interactions|pmid
16677656|disease|pmid
25084765|disease|pmid
"26436840|doi:10.1038/nchembio.1931|imex:IM-25181"|molecular interactions|pmid
15894313|molecular interactions|pmid
21210235|disease|pmid
16264271|molecular interactions|pmid
"20180847|imex:IM-15651|mint:MINT-7555023|doi:10.1111/j.1742-4658.2010.07586"|molecular interactions|pmid
15514089|molecular interactions|pmid
21157430|molecular interactions|pmid
32120844|molecular interactions|pmid
11864968|molecular interactions|pmid
27382069|molecular interactions|pmid
"imex:IM-23747|25417160"|molecular interactions|
16731854|disease|pmid
31626714|molecular interactions|pmid
12391160|molecular interactions|pmid
12941546|disease|pmid
14960584|molecular interactions|pmid
23262399|disease|pmid
"imex:IM-11910|18674809"|molecular interactions|
574085|molecular interactions|pmid
29520106|molecular interactions|pmid
15175272|molecular interactions|pmid
18213475|disease|pmid
"imex:IM-11973|18045539"|molecular interactions|
"imex:IM-22654|23583373"|molecular interactions|
22310290|molecular interactions|pmid
31175912|molecular interactions|pmid
25084355|molecular interactions|pmid
22266820|molecular interactions|pmid
22556425|molecular interactions|pmid
22767593|molecular interactions|pmid
"18227151|mint:MINT-8008208|doi:10.1128/MCB.01874-07"|molecular interactions|pmid
15923603|molecular interactions|pmid
15213298|molecular interactions|pmid
2544585|molecular interactions|pmid
"mint:MINT-5218974|16917504|imex:IM-10791"|molecular interactions|
34128473|molecular interactions|pmid
26789144|disease|pmid
19549727|molecular interactions|pmid
23093296|disease|pmid
15757859|disease|pmid
21952048|molecular interactions|pmid
27453043|genetic interaction|pmid
2435757|molecular interactions|pmid
16622420|molecular interactions|pmid
"30488537|imex:IM-28633"|molecular interactions|pmid
27383850|molecular interactions|pmid
14522256|disease|pmid
"22771904|mint:MINT-8383559"|molecular interactions|pmid
9582367|molecular interactions|pmid
"imex:IM-24722|21576267"|molecular interactions|
7516275|disease|pmid
9751720|molecular interactions|pmid
"24072822|doi:10.1126/science.1237910|imex:IM-24816"|molecular interactions|pmid
22848449|molecular interactions|pmid
11301323|molecular interactions|pmid
"16170325|doi:10.1038/nsmb990|imex:IM-21787"|molecular interactions|pmid
"11980706|mint:MINT-5215336"|molecular interactions|pmid
9761079|disease|pmid
33529165|molecular interactions|pmid
8621252|disease|pmid
10194421|disease|pmid
21192222|disease|pmid
"imex:IM-25026|26823173"|molecular interactions|
34288216|molecular interactions|pmid
"imex:IM-29222|27104295"|molecular interactions|
10470286|disease|pmid
10522893|disease|pmid
22863883|molecular interactions|pmid
20693977|molecular interactions|pmid
7958900|molecular interactions|pmid
18724939|molecular interactions|pmid
12055674|disease|pmid
15164121|disease|pmid
"8995352|imex:IM-22141"|molecular interactions|pmid
21167764|disease|pmid
20637659|molecular interactions|pmid
19433587|molecular interactions|pmid
35114998|molecular interactions|pmid
23323858|molecular interactions|pmid
17308053|molecular interactions|pmid
15161765|disease|pmid
23209295|molecular interactions|pmid
19786724|molecular interactions|pmid
11684023|molecular interactions|pmid
22096602|molecular interactions|pmid
16799040|disease|pmid
12865273|disease|pmid
23764847|molecular interactions|pmid
"22733730|doi:10.1073/pnas.1207362109|imex:IM-20680"|molecular interactions|pmid
25519132|molecular interactions|pmid
10882101|molecular interactions|pmid
26279298|molecular interactions|pmid
14985792|disease|pmid
10805787|molecular interactions|pmid
"11741956|mint:MINT-5214911"|molecular interactions|pmid
17178334|disease|pmid
34747367|molecular interactions|pmid
17157858|disease|pmid
"24997600|doi:10.1038/nsmb.2853|imex:IM-24424"|molecular interactions|pmid
18549840|disease|pmid
12421765|molecular interactions|pmid
18003760|disease|pmid
"33244168|imex:IM-28274"|molecular interactions|pmid
30832340|molecular interactions|pmid
"23921552|imex:IM-21698"|molecular interactions|pmid
9016396|molecular interactions|pmid
21426633|disease|pmid
27341336|genetic interaction|pmid
27464702|molecular interactions|pmid
18054307|disease|pmid
30786847|molecular interactions|pmid
16902406|molecular interactions|pmid
33110216|molecular interactions|pmid
16507130|disease|pmid
"imex:IM-23019|16219639"|molecular interactions|
21297254|disease|pmid
19276260|disease|pmid
16006511|molecular interactions|pmid
29933112|molecular interactions|pmid
11950841|molecular interactions|pmid
26350354|molecular interactions|pmid
23989888|disease|pmid
21862595|molecular interactions|pmid
1334406|molecular interactions|pmid
30585729|molecular interactions|pmid
28273161|molecular interactions|pmid
24126761|molecular interactions|pmid
29415205|molecular interactions|pmid
11298324|molecular interactions|pmid
30561431|molecular interactions|pmid
1334334|disease|pmid
8662849|molecular interactions|pmid
11264541|disease|pmid
11574539|molecular interactions|pmid
"18408164|doi:10.1073/pnas.0708354105|imex:IM-9226"|molecular interactions|pmid
16883063|disease|pmid
9561979|disease|pmid
16787403|molecular interactions|pmid
31775559|molecular interactions|pmid
"imex:IM-28918|31361762"|molecular interactions|
10769191|molecular interactions|pmid
"imex:IM-27071|31000591"|molecular interactions|
9525934|molecular interactions|pmid
18497548|disease|pmid
7729426|molecular interactions|pmid
16987820|disease|pmid
11773082|molecular interactions|pmid
7687536|molecular interactions|pmid
16314468|disease|pmid
11927603|molecular interactions|pmid
19756893|disease|pmid
17923090|molecular interactions|pmid
11063258|molecular interactions|pmid
9396801|molecular interactions|pmid
28831681|molecular interactions|pmid
23376569|disease|pmid
10854253|molecular interactions|pmid
10958792|molecular interactions|pmid
15628771|disease|pmid
22722256|disease|pmid
9323142|molecular interactions|pmid
12392760|disease|pmid
"21078964|doi:10.1073/pnas.1015671107|imex:IM-21472"|molecular interactions|pmid
11875720|disease|pmid
"imex:IM-22636|23164639"|molecular interactions|
"16585524|doi:10.1073/pnas.0601523103|imex:IM-23477"|molecular interactions|pmid
8674032|molecular interactions|pmid
21907836|molecular interactions|pmid
"imex:IM-14545|16291744|mint:MINT-6672010"|molecular interactions|
"imex:IM-28697|33060591"|molecular interactions|
33251042|molecular interactions|pmid
23969938|disease|pmid
10531147|disease|pmid
9545235|molecular interactions|pmid
7813012|disease|pmid
21303360|disease|pmid
25766642|molecular interactions|pmid
29707137|molecular interactions|pmid
33219256|disease|pmid
25245946|molecular interactions|pmid
21245145|molecular interactions|pmid
"21078983|imex:IM-26857"|molecular interactions|pmid
15100233|molecular interactions|pmid
21115843|molecular interactions|pmid
33209975|molecular interactions|pmid
16080017|disease|pmid
16705713|disease|pmid
22826439|molecular interactions|pmid
23071112|molecular interactions|pmid
27323144|disease|pmid
23643381|disease|pmid
"9819391|imex:IM-19368"|molecular interactions|pmid
11715018|molecular interactions|pmid
19001803|disease|pmid
14732708|molecular interactions|pmid
18710370|molecular interactions|pmid
17396147|molecular interactions|pmid
17479108|disease|pmid
17971179|disease|pmid
33115448|molecular interactions|pmid
18424554|molecular interactions|pmid
20205790|molecular interactions|pmid
31140864|disease|pmid
18692513|molecular interactions|pmid
18606717|molecular interactions|pmid
"10835346|imex:IM-22040"|molecular interactions|pmid
14755691|molecular interactions|pmid
15620648|molecular interactions|pmid
11325588|molecular interactions|pmid
"21552260|doi:10.1038/nsmb.2049|imex:IM-17492"|molecular interactions|pmid
19657362|molecular interactions|pmid
14734471|disease|pmid
24418621|genetic interaction|pmid
14670075|molecular interactions|pmid
"23263184|doi:10.1038/nature11774|imex:IM-20776"|molecular interactions|pmid
12076997|disease|pmid
8702859|molecular interactions|pmid
"11514619|imex:IM-20516"|molecular interactions|pmid
16340530|disease|pmid
18089940|disease|pmid
"imex:IM-27051|29899041"|molecular interactions|
10636891|molecular interactions|pmid
22510990|molecular interactions|pmid
26766587|molecular interactions|pmid
19342888|molecular interactions|pmid
23439680|molecular interactions|pmid
22955284|molecular interactions|pmid
16331689|molecular interactions|pmid
29053956|molecular interactions|pmid
16698387|disease|pmid
17719635|molecular interactions|pmid
22069321|molecular interactions|pmid
9726962|molecular interactions|pmid
12226108|molecular interactions|pmid
22207678|disease|pmid
16671111|disease|pmid
28549433|molecular interactions|pmid
19442860|disease|pmid
30737405|molecular interactions|pmid
27067600|molecular interactions|pmid
15772090|disease|pmid
12873973|molecular interactions|pmid
21243434|disease|pmid
9295084|disease|pmid
21112800|disease|pmid
14629473|disease|pmid
21316606|molecular interactions|pmid
"20802461|imex:IM-15196|mint:MINT-8075200|doi:10.1038/emboj.2010.202"|molecular interactions|pmid
26950655|disease|pmid
16025302|molecular interactions|pmid
17360335|molecular interactions|pmid
18776042|disease|pmid
18811882|disease|pmid
"20816831|imex:IM-15617|mint:MINT-7992616|doi:10.1016/j.febslet.2010.08.043"|molecular interactions|pmid
11714701|molecular interactions|pmid
35174471|molecular interactions|pmid
19279000|molecular interactions|pmid
17296437|disease|pmid
"25232683|imex:IM-27472"|molecular interactions|pmid
35266954|molecular interactions|pmid
32414791|molecular interactions|pmid
28808245|molecular interactions|pmid
26074133|molecular interactions|pmid
20707291|disease|pmid
26385421|disease|pmid
10490978|molecular interactions|pmid
12917229|disease|pmid
22046413|molecular interactions|pmid
33082289|molecular interactions|pmid
21670212|molecular interactions|pmid
21057530|disease|pmid
"imex:IM-11811|17349584"|molecular interactions|
30836930|molecular interactions|pmid
18643869|molecular interactions|pmid
19201717|disease|pmid
23604229|disease|pmid
17079454|disease|pmid
7592992|molecular interactions|pmid
23477725|molecular interactions|pmid
30420492|disease|pmid
14505570|molecular interactions|pmid
8839854|disease|pmid
10051605|molecular interactions|pmid
22524527|molecular interactions|pmid
34311082|molecular interactions|pmid
18505829|molecular interactions|pmid
17121848|molecular interactions|pmid
16718353|disease|pmid
30045945|molecular interactions|pmid
8552083|molecular interactions|pmid
20026745|disease|pmid
14760081|disease|pmid
21955384|molecular interactions|pmid
10229084|molecular interactions|pmid
20585032|disease|pmid
24706814|disease|pmid
"18596030|imex:IM-20327"|molecular interactions|pmid
18650932|molecular interactions|pmid
11843698|disease|pmid
12963044|genetic interaction|pmid
15327519|disease|pmid
"imex:IM-21538|24070898"|molecular interactions|
16314389|molecular interactions|pmid
31068605|molecular interactions|pmid
12944416|molecular interactions|pmid
24190973|molecular interactions|pmid
31527799|molecular interactions|pmid
12458226|molecular interactions|pmid
20585571|molecular interactions|pmid
12490667|disease|pmid
26084290|molecular interactions|pmid
11950392|molecular interactions|pmid
19802384|molecular interactions|pmid
21333500|disease|pmid
9800627|disease|pmid
18164316|molecular interactions|pmid
12815042|molecular interactions|pmid
"10978177|mint:MINT-6731241"|molecular interactions|pmid
10514539|disease|pmid
27770570|molecular interactions|pmid
11714725|molecular interactions|pmid
21653319|molecular interactions|pmid
24034696|molecular interactions|pmid
26629180|disease|pmid
17962804|molecular interactions|pmid
24387171|disease|pmid
29093475|molecular interactions|pmid
25400026|molecular interactions|pmid
23583719|molecular interactions|pmid
9865696|molecular interactions|pmid
"25137142|doi:10.1371/journal.pbio.1001933|imex:IM-23126"|molecular interactions|pmid
12592607|disease|pmid
"17652170|doi:10.1073/pnas.0705577104|imex:IM-9738"|molecular interactions|pmid
"26131744|imex:IM-27736"|molecular interactions|pmid
17517342|disease|pmid
30561038|disease|pmid
8920860|molecular interactions|pmid
11470869|molecular interactions|pmid
12664304|disease|pmid
25586593|disease|pmid
7790404|disease|pmid
"10433268|imex:IM-18826|mint:MINT-5211716"|molecular interactions|pmid
19103526|disease|pmid
23263491|disease|pmid
11230133|molecular interactions|pmid
16950632|disease|pmid
11336703|molecular interactions|pmid
15716285|disease|pmid
16619570|disease|pmid
10527398|disease|pmid
24623782|molecular interactions|pmid
18948756|molecular interactions|pmid
19683680|molecular interactions|pmid
20200541|disease|pmid
20357094|molecular interactions|pmid
doi:10.1101/2022.04.13.488221|molecular interactions|
22205606|disease|pmid
9036949|molecular interactions|pmid
9303539|molecular interactions|pmid
21640045|disease|pmid
15642721|molecular interactions|pmid
23142979|molecular interactions|pmid
14996674|disease|pmid
7634486|disease|pmid
24157836|molecular interactions|pmid
21041817|disease|pmid
11278245|molecular interactions|pmid
18543331|molecular interactions|pmid
8346196|molecular interactions|pmid
19237221|disease|pmid
17452773|disease|pmid
12376545|molecular interactions|pmid
21664574|molecular interactions|pmid
33849647|molecular interactions|pmid
26583432|molecular interactions|pmid
18971269|molecular interactions|pmid
10066772|molecular interactions|pmid
12214059|molecular interactions|pmid
11706124|disease|pmid
12169629|molecular interactions|pmid
10441475|molecular interactions|pmid
15318163|disease|pmid
"mint:MINT-6730767|9162084"|molecular interactions|
"24670641|doi:10.1038/nature13119|imex:IM-22367"|molecular interactions|pmid
12150998|molecular interactions|pmid
21918175|molecular interactions|pmid
18453536|molecular interactions|pmid
16932743|molecular interactions|pmid
19002265|disease|pmid
33127822|molecular interactions|pmid
29519897|molecular interactions|pmid
29271608|molecular interactions|pmid
25092319|molecular interactions|pmid
"24740453|imex:IM-23245"|molecular interactions|pmid
"imex:IM-14517|16354665"|molecular interactions|
"imex:IM-22952|16298999"|molecular interactions|
"imex:IM-24871|20934432"|molecular interactions|
15621017|disease|pmid
"imex:IM-14958|20603001"|molecular interactions|
10450379|disease|pmid
8358437|disease|pmid
24377651|disease|pmid
23430818|disease|pmid
21532063|disease|pmid
20016594|molecular interactions|pmid
"18660514|imex:IM-26779"|molecular interactions|pmid
18179894|disease|pmid
19061640|molecular interactions|pmid
11777919|molecular interactions|pmid
19539088|disease|pmid
9256479|molecular interactions|pmid
23500464|molecular interactions|pmid
15127882|disease|pmid
31205511|disease|pmid
11384994|molecular interactions|pmid
"imex:IM-22822|25260751"|molecular interactions|
10822372|molecular interactions|pmid
17961127|molecular interactions|pmid
11056176|molecular interactions|pmid
12837692|molecular interactions|pmid
21102524|molecular interactions|pmid
9178903|molecular interactions|pmid
25923732|molecular interactions|pmid
9730702|disease|pmid
19421330|disease|pmid
21862974|disease|pmid
15480426|molecular interactions|pmid
10809230|molecular interactions|pmid
10887689|disease|pmid
24194634|disease|pmid
11751862|molecular interactions|pmid
12361205|disease|pmid
26076456|disease|pmid
29551772|molecular interactions|pmid
8948627|genetic interaction|pmid
12881431|molecular interactions|pmid
23221805|disease|pmid
11592034|disease|pmid
"14960328|imex:IM-19725"|molecular interactions|pmid
"12134158|mint:MINT-5215575"|molecular interactions|pmid
16051665|molecular interactions|pmid
23418353|molecular interactions|pmid
23344957|molecular interactions|pmid
11429546|molecular interactions|pmid
21162967|disease|pmid
20159558|molecular interactions|pmid
16105874|molecular interactions|pmid
"15470081|imex:IM-23301"|molecular interactions|pmid
27390342|molecular interactions|pmid
21310664|disease|pmid
24473398|disease|pmid
15935060|molecular interactions|pmid
16265664|molecular interactions|pmid
8051160|molecular interactions|pmid
27623992|disease|pmid
23278239|disease|pmid
12883487|disease|pmid
18543251|disease|pmid
16483154|disease|pmid
1592086|disease|pmid
15060076|molecular interactions|pmid
31676369|molecular interactions|pmid
28747347|molecular interactions|pmid
19555437|disease|pmid
31142329|disease|pmid
28063255|molecular interactions|pmid
21743130|disease|pmid
doi:10.1101/2020.10.08.20209114|molecular interactions|
8598932|molecular interactions|pmid
25736758|molecular interactions|pmid
8971156|disease|pmid
19332774|disease|pmid
22105417|disease|pmid
12121978|molecular interactions|pmid
24182818|disease|pmid
25058424|molecular interactions|pmid
15221989|disease|pmid
30610790|disease|pmid
20026644|molecular interactions|pmid
25366758|disease|pmid
15723830|molecular interactions|pmid
22199264|disease|pmid
11283269|molecular interactions|pmid
14561813|disease|pmid
"22366891|imex:IM-17658"|molecular interactions|pmid
19250647|molecular interactions|pmid
15592175|disease|pmid
27712600|disease|pmid
31690832|molecular interactions|pmid
"imex:IM-24870|26175413"|molecular interactions|
12391174|molecular interactions|pmid
17947705|molecular interactions|pmid
9668064|molecular interactions|pmid
"17500595|imex:IM-21753"|molecular interactions|pmid
15240819|molecular interactions|pmid
19604478|molecular interactions|pmid
19270495|disease|pmid
22689573|molecular interactions|pmid
30463901|molecular interactions|pmid
20639871|molecular interactions|pmid
16563568|disease|pmid
26121037|disease|pmid
12213813|molecular interactions|pmid
26103942|disease|pmid
24323642|disease|pmid
"22157895|imex:IM-16516|mint:MINT-8303386|doi:10.1038/embor.2011.227"|molecular interactions|pmid
9305890|molecular interactions|pmid
10567356|molecular interactions|pmid
10716993|molecular interactions|pmid
25747035|disease|pmid
11843825|disease|pmid
12062444|molecular interactions|pmid
25394468|molecular interactions|pmid
29038302|molecular interactions|pmid
17289590|molecular interactions|pmid
27871173|molecular interactions|pmid
16603339|molecular interactions|pmid
33280050|disease|pmid
8621641|molecular interactions|pmid
"11915042|imex:IM-26000"|molecular interactions|pmid
11264299|molecular interactions|pmid
24175756|disease|pmid
"21527715|imex:IM-29154"|molecular interactions|pmid
11907259|molecular interactions|pmid
19127454|disease|pmid
20861385|molecular interactions|pmid
7926730|molecular interactions|pmid
21176871|disease|pmid
"imex:IM-28684|28665412"|molecular interactions|
9216212|disease|pmid
"10514494|mint:MINT-5211865"|molecular interactions|pmid
19114560|molecular interactions|pmid
7545666|molecular interactions|pmid
17693084|disease|pmid
17135306|disease|pmid
11733371|disease|pmid
"22388736|doi:10.1038/nsmb.2242|imex:IM-18092"|molecular interactions|pmid
"imex:IM-25512|23602807"|molecular interactions|
"23334419|doi:10.1038/nature11831|imex:IM-20778"|molecular interactions|pmid
16628218|molecular interactions|pmid
10944117|molecular interactions|pmid
11959995|molecular interactions|pmid
15031170|disease|pmid
15304329|molecular interactions|pmid
12716909|molecular interactions|pmid
9722633|molecular interactions|pmid
17009974|disease|pmid
22483639|disease|pmid
"33248025|imex:IM-28790"|molecular interactions|pmid
15498463|disease|pmid
25329897|molecular interactions|pmid
10428966|molecular interactions|pmid
9855162|disease|pmid
"25535969|doi:10.1371/journal.pbio.1002026|imex:IM-24092"|molecular interactions|pmid
24753249|molecular interactions|pmid
18423831|disease|pmid
11953320|molecular interactions|pmid
20235143|molecular interactions|pmid
15601853|molecular interactions|pmid
12576459|disease|pmid
"imex:IM-22945|24733841"|molecular interactions|
29223129|molecular interactions|pmid
25939603|molecular interactions|pmid
17082820|molecular interactions|pmid
17211557|disease|pmid
"14597414|imex:IM-27405"|molecular interactions|pmid
"27238082|imex:IM-25503"|molecular interactions|pmid
31409757|molecular interactions|pmid
10527396|disease|pmid
16815440|molecular interactions|pmid
19439227|disease|pmid
26693507|molecular interactions|pmid
25261463|disease|pmid
19060908|disease|pmid
10094488|molecular interactions|pmid
8446170|disease|pmid
22393163|molecular interactions|pmid
22536549|disease|pmid
30185465|molecular interactions|pmid
15094368|molecular interactions|pmid
22550138|disease|pmid
"imex:IM-24628|20812334"|molecular interactions|
20655738|disease|pmid
33262943|molecular interactions|pmid
19914098|disease|pmid
"imex:IM-21756|24229708"|molecular interactions|
12898523|molecular interactions|pmid
23345618|molecular interactions|pmid
22573887|molecular interactions|pmid
14687906|molecular interactions|pmid
18055217|molecular interactions|pmid
21402697|molecular interactions|pmid
"22179786|doi:10.1038/nsmb.2175|imex:IM-17487"|molecular interactions|pmid
15053879|molecular interactions|pmid
18233990|disease|pmid
"imex:IM-29294|19939495"|molecular interactions|
19864457|molecular interactions|pmid
12209760|disease|pmid
18025280|disease|pmid
16452305|molecular interactions|pmid
9584196|molecular interactions|pmid
26191240|disease|pmid
11696534|molecular interactions|pmid
12070165|molecular interactions|pmid
7579412|disease|pmid
11360177|molecular interactions|pmid
11994304|molecular interactions|pmid
32251415|molecular interactions|pmid
20157712|disease|pmid
15315169|disease|pmid
17760743|disease|pmid
17872950|molecular interactions|pmid
16640565|molecular interactions|pmid
10206308|disease|pmid
21993925|disease|pmid
23271055|molecular interactions|pmid
33270330|molecular interactions|pmid
17979505|disease|pmid
"14993273|mint:MINT-6731602|doi:10.1128/MCB.24.6.2332-2343.2004"|molecular interactions|pmid
24434346|disease|pmid
"imex:IM-23677|25446991"|molecular interactions|
16439987|disease|pmid
12130539|molecular interactions|pmid
16996262|disease|pmid
15173183|molecular interactions|pmid
18496980|disease|pmid
22578647|disease|pmid
15283675|molecular interactions|pmid
14656218|molecular interactions|pmid
"17937911|doi:10.1016/j.str.2007.08.011|imex:IM-8816"|molecular interactions|pmid
35349706|molecular interactions|pmid
11438527|molecular interactions|pmid
"imex:IM-23655|22058416"|molecular interactions|
18939944|molecular interactions|pmid
21982743|molecular interactions|pmid
28931009|molecular interactions|pmid
10648629|molecular interactions|pmid
12801526|molecular interactions|pmid
28238651|molecular interactions|pmid
22798627|molecular interactions|pmid
18809223|molecular interactions|pmid
16501837|disease|pmid
17210635|molecular interactions|pmid
10713099|molecular interactions|pmid
12149250|molecular interactions|pmid
8706297|disease|pmid
9354794|disease|pmid
12036966|molecular interactions|pmid
28242297|disease|pmid
30863395|molecular interactions|pmid
26113041|molecular interactions|pmid
15004330|molecular interactions|pmid
25404403|molecular interactions|pmid
12209363|disease|pmid
8695800|molecular interactions|pmid
15841414|disease|pmid
27462423|molecular interactions|pmid
18397884|molecular interactions|pmid
10933975|disease|pmid
"17721440|imex:IM-11405|mint:MINT-5220135"|molecular interactions|pmid
24242043|molecular interactions|pmid
12070153|molecular interactions|pmid
15855166|molecular interactions|pmid
20651739|molecular interactions|pmid
8846788|molecular interactions|pmid
9119086|molecular interactions|pmid
15668790|disease|pmid
21570342|disease|pmid
20705607|molecular interactions|pmid
"22407013|doi:10.1038/nsmb.2243|imex:IM-18093"|molecular interactions|pmid
18554728|disease|pmid
20808282|molecular interactions|pmid
7731705|disease|pmid
17502832|disease|pmid
"19942860|imex:IM-15316|mint:MINT-7720085|doi:10.1038/emboj.2009.344"|molecular interactions|pmid
16609991|molecular interactions|pmid
"12571249|imex:IM-18799"|molecular interactions|pmid
17932509|molecular interactions|pmid
10498895|molecular interactions|pmid
10852552|disease|pmid
8628277|molecular interactions|pmid
8058772|molecular interactions|pmid
"16327777|doi:10.1038/nature04370|imex:IM-21326"|molecular interactions|pmid
"34161778|imex:IM-29076"|molecular interactions|pmid
22811387|molecular interactions|pmid
18454481|disease|pmid
11278756|molecular interactions|pmid
21811235|molecular interactions|pmid
11226163|molecular interactions|pmid
9845526|molecular interactions|pmid
"30061598|imex:IM-27762"|molecular interactions|pmid
11389028|molecular interactions|pmid
17531812|molecular interactions|pmid
7806521|molecular interactions|pmid
28213521|molecular interactions|pmid
27282385|molecular interactions|pmid
16507781|disease|pmid
11194934|disease|pmid
"10454568|mint:MINT-6731105"|molecular interactions|pmid
32525817|disease|pmid
19131338|molecular interactions|pmid
22685591|disease|pmid
30165668|molecular interactions|pmid
35488871|molecular interactions|pmid
8956038|disease|pmid
12730235|molecular interactions|pmid
11980671|molecular interactions|pmid
18088317|molecular interactions|pmid
"20508391|imex:IM-26937"|molecular interactions|pmid
16075292|disease|pmid
"11988742|mint:MINT-5215358"|molecular interactions|pmid
16369462|disease|pmid
"22056774|doi:10.1038/nsmb.2142|imex:IM-21862"|molecular interactions|pmid
11494128|molecular interactions|pmid
18685082|molecular interactions|pmid
33097595|molecular interactions|pmid
10727444|molecular interactions|pmid
30988100|molecular interactions|pmid
31217297|molecular interactions|pmid
9705932|molecular interactions|pmid
23262492|molecular interactions|pmid
19043414|molecular interactions|pmid
"18369319|imex:IM-11599|mint:MINT-6608764"|molecular interactions|pmid
16982510|disease|pmid
18180299|molecular interactions|pmid
"20802526|imex:IM-15312"|molecular interactions|pmid
"8940095|imex:IM-25597"|molecular interactions|pmid
"imex:IM-24350|20371771"|molecular interactions|
35334159|molecular interactions|pmid
11169396|molecular interactions|pmid
29520626|molecular interactions|pmid
27226613|molecular interactions|pmid
21907175|disease|pmid
22553514|disease|pmid
"22885324|doi:10.1038/nsmb.2356|imex:IM-18562"|molecular interactions|pmid
24123600|disease|pmid
9405624|molecular interactions|pmid
27721409|molecular interactions|pmid
21281963|disease|pmid
11713475|molecular interactions|pmid
"21098279|doi:10.1073/pnas.1010243107|imex:IM-17144"|molecular interactions|pmid
21745818|molecular interactions|pmid
"10514511|imex:IM-17283|mint:MINT-5211871"|molecular interactions|pmid
15570154|disease|pmid
26085089|molecular interactions|pmid
"imex:IM-23848|24931576"|molecular interactions|
22948661|molecular interactions|pmid
23345399|molecular interactions|pmid
8406453|disease|pmid
22555057|disease|pmid
23726919|molecular interactions|pmid
10706127|disease|pmid
"imex:IM-24510|18713968"|molecular interactions|
661926|disease|pmid
"17440041|doi:10.1073/pnas.0702044104|imex:IM-22805"|molecular interactions|pmid
31958511|molecular interactions|pmid
32733036|molecular interactions|pmid
"24882364|imex:IM-22626"|molecular interactions|pmid
15700117|disease|pmid
9694850|molecular interactions|pmid
25445562|molecular interactions|pmid
19710015|molecular interactions|pmid
19284602|disease|pmid
9590290|disease|pmid
"17166838|mint:MINT-8007690|doi:10.1074/jbc.M609057200|imex:IM-22951"|molecular interactions|pmid
12706323|disease|pmid
23168260|disease|pmid
26148593|disease|pmid
16575872|disease|pmid
"12900424|mint:MINT-5216595"|molecular interactions|pmid
19727138|disease|pmid
10053008|disease|pmid
10525310|molecular interactions|pmid
9349507|molecular interactions|pmid
16979138|disease|pmid
15304355|molecular interactions|pmid
28569838|molecular interactions|pmid
28990424|disease|pmid
27368102|molecular interactions|pmid
14977830|disease|pmid
12431783|molecular interactions|pmid
"imex:IM-27343|23728178"|molecular interactions|
19545277|molecular interactions|pmid
19106100|molecular interactions|pmid
33658349|molecular interactions|pmid
11382770|molecular interactions|pmid
11511520|molecular interactions|pmid
21613792|disease|pmid
8187090|disease|pmid
11792321|molecular interactions|pmid
"19805355|doi:10.1073/pnas.0907138106|imex:IM-15254"|molecular interactions|pmid
10514520|molecular interactions|pmid
15604249|disease|pmid
26990426|disease|pmid
33875785|disease|pmid
11470434|molecular interactions|pmid
24248733|disease|pmid
11032878|molecular interactions|pmid
27173253|disease|pmid
21835023|disease|pmid
10829012|molecular interactions|pmid
27534557|molecular interactions|pmid
21984853|molecular interactions|pmid
12754301|molecular interactions|pmid
2478219|molecular interactions|pmid
18296023|molecular interactions|pmid
18755172|disease|pmid
doi:10.1101/2021.09.03.458877|molecular interactions|
22711986|molecular interactions|pmid
8643625|molecular interactions|pmid
17666395|molecular interactions|pmid
15550400|molecular interactions|pmid
22108805|disease|pmid
"18005740|mint:MINT-6665011"|molecular interactions|pmid
30918250|molecular interactions|pmid
18755741|molecular interactions|pmid
12522211|molecular interactions|pmid
9822597|molecular interactions|pmid
