doi,in_asctb_5th,in_cellmarker,in_cxg,in_31_organ_pubmed_pubs,organs,pub_year,article_title,organs,authors
10.1182/blood.v97.1.288,1,0,0,0,,2001,"Characterization of human sialoadhesin, a sialic acid binding receptor expressed by resident and inflammatory macrophage populations.",,
10.1182/blood.v99.8.2752,0,1,0,1,"thymus, liver, thymus, liver",2002,Intrathymic and extrathymic development of human plasmacytoid dendritic cell precursors in vivo.,"thymus, liver, thymus, liver",
10.1186/1465-9921-10-44,0,1,0,1,lung,2009,Cyclic hydrostatic pressure and cotton particles stimulate synthesis by human lung macrophages of cytokines in vitro.,lung,
10.1186/1465-9921-11-45,0,1,0,1,"lung, lung, lung",2010,Cigarette smoke promotes dendritic cell accumulation in COPD; a Lung Tissue Research Consortium study.,"lung, lung, lung",
10.1186/1465-9921-14-23,0,1,0,1,lung,2013,Isolation and characterisation of human pulmonary microvascular endothelial cells from patients with severe emphysema.,lung,
10.1186/1465-9921-8-31,0,1,0,0,,2007,Proteinase-activated receptor 4 stimulation-induced epithelial-mesenchymal transition in alveolar epithelial cells.,,
10.1186/1471-2172-11-34,0,1,0,1,"bone marrow, bone marrow, bone marrow",2010,The antigen presentation function of bone marrow-derived mast cells is spatiotemporally restricted to a subset expressing high levels of cell surface FcepsilonRI and MHC II.,"bone marrow, bone marrow, bone marrow",
10.1186/1471-2393-13-s1-s7,1,0,0,0,,2013,Development and validation of primary human myometrial cell culture models to study pregnancy and labour.,,
10.1186/1471-2407-10-112,0,1,0,1,"lung, lung",2010,The M1 form of tumor-associated macrophages in non-small cell lung cancer is positively associated with survival time.,"lung, lung",
10.1186/1471-2407-11-320,0,1,0,1,liver,2011,CD133: a potential indicator for differentiation and prognosis of human cholangiocarcinoma.,liver,
10.1186/1471-2407-11-429,0,1,0,0,,2011,A novel splice variant of the stem cell marker LGR5/GPR49 is correlated with the risk of tumor-related death in soft-tissue sarcoma patients.,,
10.1186/1471-2407-12-573,0,1,0,0,,2012,Prognostic role of CD133 expression in colorectal cancer: a meta-analysis.,,
10.1186/1471-2407-12-96,0,1,0,0,,2012,Characterization of colon cancer cells: a functional approach characterizing CD133 as a potential stem cell marker.,,
10.1186/1471-2407-13-289,0,1,0,0,,2013,Profiling of normal and malignant breast tissue show CD44high/CD24low phenotype as a predominant stem/progenitor marker when used in combination with Ep-CAM/CD49f markers.,,
10.1186/1471-2407-14-222,0,1,0,0,,2014,Primary small cell carcinoma of the esophagus: clinicopathological study of 44 cases.,,
10.1186/1471-2407-14-423,0,1,0,1,skin,2014,Monitoring changes in circulating tumour cells as a prognostic indicator of overall survival and treatment response in patients with metastatic melanoma.,skin,
10.1186/1471-2407-14-444,0,1,0,0,,2014,ALDH1A1 expression correlates with clinicopathologic features and poor prognosis of breast cancer patients: a systematic review and meta-analysis.,,
10.1186/1471-2407-14-733,0,1,0,0,,2014,"Estrogen receptor, progesterone receptor, interleukin-6 and interleukin-8 are variable in breast cancer and benign stem/progenitor cell populations.",,
10.1186/1472-6750-9-89,0,1,0,1,liver,2009,"Novel immortalized human fetal liver cell line, cBAL111, has the potential to differentiate into functional hepatocytes.",liver,
10.1186/1472-6793-8-13,0,1,0,1,bone marrow,2008,Extended flow cytometry characterization of normal bone marrow progenitor cells by simultaneous detection of aldehyde dehydrogenase and early hematopoietic antigens: implication for erythroid differentiation studies.,bone marrow,
10.1186/1472-6882-12-254,0,1,0,1,"liver, spleen, kidney, lung",2012,Paeoniflorin regulates macrophage activation in dimethylnitrosamine-induced liver fibrosis in rats.,"liver, spleen, kidney, lung",
10.1186/1475-2867-13-62,0,1,0,0,,2013,Increased invasion and tumorigenicity capacity of CD44+/CD24- breast cancer MCF7 cells in vitro and in nude mice.,,
10.1186/1475-925x-13-54,0,1,0,0,,2014,Short-term mechanical stretch fails to differentiate human adipose-derived stem cells into cardiovascular cell phenotypes.,,
10.1186/1476-4598-10-60,0,1,0,1,brain,2011,Functional analysis of HOXD9 in human gliomas and glioma cancer stem cells.,brain,
10.1186/1476-4598-9-283,0,1,0,0,,2010,Elimination of head and neck cancer initiating cells through targeting glucose regulated protein78 signaling.,,
10.1186/1476-4598-9-300,0,1,0,0,,2010,Epigenetic control of the basal-like gene expression profile via Interleukin-6 in breast cancer cells.,,
10.1186/1477-7819-10-244,0,1,0,0,,2012,Lgr5 is a potential marker of colorectal carcinoma stem cells that correlates with patient survival.,,
10.1186/1477-7827-12-113,0,1,0,1,ovary,2014,Differential expression of pluripotent and germ cell markers in ovarian surface epithelium according to age in female mice.,ovary,
10.1186/1479-5876-10-192,0,1,0,0,,2012,Evaluation of a multi-marker immunomagnetic enrichment assay for the quantification of circulating melanoma cells.,,
10.1186/1479-5876-12-30,0,1,0,1,"prostate, prostate",2014,Tumor infiltrating B-cells are increased in prostate cancer tissue.,"prostate, prostate",
10.1186/1742-2094-11-5,0,1,0,1,"brain, brain, brain",2014,Neurocognitive and neuroinflammatory correlates of PDYN and OPRK1 mRNA expression in the anterior cingulate in postmortem brain of HIV-infected subjects.,"brain, brain, brain",
10.1186/1749-799x-9-32,0,1,0,0,,2014,Identification of mesenchymal stem cells and osteogenic factors in bone marrow aspirate and peripheral blood for spinal fusion by flow cytometry and proteomic analysis.,,
10.1186/1755-1536-5-s1-s27,0,1,0,0,,2012,Functional role of intrahepatic monocyte subsets for the progression of liver inflammation and liver fibrosis in vivo.,,
10.1186/1756-9966-31-71,0,1,0,0,,2012,Increased expression of CD133 and reduced dystroglycan expression are strong predictors of poor outcome in colon cancer patients.,,
10.1186/1757-2215-3-28,0,1,0,1,ovary,2010,Differential expression of aldehyde dehydrogenase 1a1 (ALDH1) in normal ovary and serous ovarian tumors.,ovary,
10.1186/1757-2215-7-25,0,1,0,1,ovary,2014,Dynamics associated with spontaneous differentiation of ovarian stem cells in vitro.,ovary,
10.1186/ar1210,0,1,0,0,,2004,Identification of subpopulations with characteristics of mesenchymal progenitor cells from human osteoarthritic cartilage using triple staining for cell surface markers.,,
10.1186/ar2466,0,1,0,0,,2008,Intervertebral disc cells as competent phagocytes in vitro: implications for cell death in disc degeneration.,,
10.1186/ar2916,0,1,0,0,,2010,Flow cytometric characterization of freshly isolated and culture expanded human synovial cell populations in patients with chronic arthritis.,,
10.1186/ar3257,0,1,0,1,bone marrow,2011,Reduced immunomodulation potential of bone marrow-derived mesenchymal stem cells induced CCR4+CCR6+ Th/Treg cell subset imbalance in ankylosing spondylitis.,bone marrow,
10.1186/ar3320,0,1,0,1,knee,2011,Relative percentage and zonal distribution of mesenchymal progenitor cells in human osteoarthritic and normal cartilage.,knee,
10.1186/ar4597,0,1,0,0,,2014,Novel immortal human cell lines reveal subpopulations in the nucleus pulposus.,,
10.1186/bcr1855,0,1,0,0,,2008,Brca1 breast tumors contain distinct CD44+/CD24- and CD133+ cells with cancer stem cell characteristics.,,
10.1186/s12865-014-0028-1,0,1,0,0,,2014,Memory B cell subsets and plasmablasts are lower in early than in long-standing rheumatoid arthritis.,,
10.1186/s12885-016-2050-6,0,1,0,1,liver,2016,CD133+ liver cancer stem cells resist interferon-gamma-induced autophagy.,liver,
10.1186/s12885-017-3592-y,0,1,0,0,,2017,Up-modulation of PLC-&Icirc;&sup2;2 reduces the number and malignancy of triple-negative breast tumor cells with a CD133<sup>+</sup>/EpCAM<sup>+</sup> phenotype: a promising target for preventing progression of TNBC.,,
10.1186/s12906-016-1341-4,0,1,0,1,lung,2016,A candidate Chinese medicine preparation-Fructus Viticis Total Flavonoids inhibits stem-like characteristics of lung cancer stem-like cells.,lung,Meifang Quan
10.1186/s12915-014-0072-6,0,1,0,0,,2014,Essential role of the cancer stem/progenitor cell marker nucleostemin for indole-3-carbinol anti-proliferative responsiveness in human breast cancer cells.,,
10.1186/s12929-018-0423-7,1,0,0,0,,2018,Molecular mechanisms underlying therapeutic potential of pericytes.,,
10.1186/s12933-016-0413-6,0,1,0,0,,2016,Metformin improves circulating endothelial cells and endothelial progenitor cells in type 1 diabetes: MERIT study.,,
10.1186/s12943-017-0599-6,0,1,0,0,,2017,Metalloprotease-disintegrin ADAM12 actively promotes the stem cell-like phenotype in claudin-low breast cancer.,,Anna Zolkiewska
10.1186/s12957-016-1028-9,0,1,0,1,liver,2016,Overexpression of microRNA-21 strengthens stem cell-like characteristics in a hepatocellular carcinoma cell line.,liver,
10.1186/s12967-017-1283-8,0,1,0,1,"lymph node, lymph node",2017,Vaccine-draining lymph nodes of cancer patients for generating anti-cancer antibodies.,"lymph node, lymph node","David N. Krag, David N. Krag"
10.1186/s12974-016-0706-4,0,1,0,1,"brain, brain",2016,Intra-amniotic LPS causes acute neuroinflammation in preterm rhesus macaques.,"brain, brain",
10.1186/s12977-015-0139-7,0,1,0,0,,2015,HIV-1 replicates in human osteoclasts and enhances their differentiation in vitro.,,
10.1186/s13005-015-0086-5,0,1,0,0,,2015,Epidermal growth factor enhances osteogenic differentiation of dental pulp stem cells in vitro.,,
10.1186/s13045-015-0203-8,0,1,0,1,lung,2015,NLK functions to maintain proliferation and stemness of NSCLC and is a target of metformin.,lung,
10.1186/s13045-017-0530-z,0,1,0,0,,2017,"Pharmacological targeting of the ephrin receptor kinase signalling by GLPG1790 in vitro and in vivo reverts oncophenotype, induces myogenic differentiation and radiosensitizes embryonal rhabdomyosarcoma cells.",,Francesco Marampon
10.1186/s13048-015-0193-8,0,1,0,0,,2015,Identification of germ cell-specific VASA and IFITM3 proteins in human ovarian endometriosis.,,
10.1186/s13058-016-0731-3,0,1,0,0,,2016,"Differences in expression of the cancer stem cell marker aldehyde dehydrogenase 1 among estrogen receptor-positive/human epidermal growth factor receptor type 2-negative breast cancer cases with early, late, and no recurrence.",,
10.1186/s13058-017-0827-4,0,1,0,0,,2017,"Overexpression of syndecan-1, MUC-1, and putative stem cell markers in breast cancer leptomeningeal metastasis: a cerebrospinal fluid flow cytometry study.",,Iole Cordone
10.1186/s13058-017-0921-7,0,1,0,0,,2017,Obesity reversibly depletes the basal cell population and enhances mammary epithelial cell estrogen receptor alpha expression and progenitor activity.,,
10.1186/s13059-016-1033-x,0,1,0,0,,2016,Single-cell RNA-seq reveals novel regulators of human embryonic stem cell differentiation to definitive endoderm.,,
10.1186/s13059-017-1362-4,0,1,0,0,,2017,Single-cell profiling of human gliomas reveals macrophage ontogeny as a basis for regional differences in macrophage activation in the tumor microenvironment.,,"Aaron Diaz, Aaron Diaz, Aaron Diaz, Aaron Diaz, Aaron Diaz"
10.1186/s13059-018-1426-0,0,1,0,0,,2018,Mapping human pluripotent stem cell differentiation pathways using high throughput single-cell RNA-sequencing.,,
10.1186/s13059-019-1906-x,1,0,0,1,"lung, spleen",2019,"scRNA-seq assessment of the human lung, spleen, and esophagus tissue stability after cold preservation.","lung, spleen",
10.1186/s13071-016-1857-y,0,1,0,1,bone marrow,2016,Trichinella spiralis paramyosin activates mouse bone marrow-derived dendritic cells and induces regulatory T cells.,bone marrow,
10.1186/s13075-017-1447-1,0,1,0,0,,2017,"TLR2 stimulation impairs anti-inflammatory activity of M2-like macrophages, generating a chimeric M1/M2 phenotype.",,
10.1186/s13221-015-0034-y,0,1,0,1,"uterus, uterus, uterus, uterus, uterus, uterus",2015,Vascular Notch proteins and Notch signaling in the peri-implantation mouse uterus.,"uterus, uterus, uterus, uterus, uterus, uterus",
10.1186/s13221-016-0037-3,0,1,0,0,,2016,Angiogenic and anti-inflammatory properties of micro-fragmented fat tissue and its derived mesenchymal stromal cells.,,
10.1186/s13287-015-0032-2,0,1,0,1,skin,2015,Breast cancer resistance protein identifies clonogenic keratinocytes in human interfollicular epidermis.,skin,
10.1186/s13287-015-0139-5,0,1,0,1,bone marrow,2015,"Isolation, selection and culture methods to enhance clonogenicity of mouse bone marrow derived mesenchymal stromal cell precursors.",bone marrow,
10.1186/s13287-015-0208-9,0,1,0,1,liver,2015,Transplantation of human adipose stem cell-derived hepatocyte-like cells with restricted localization to liver using acellular amniotic membrane.,liver,
10.1186/s13287-015-0247-2,0,1,0,1,skeletal,2015,Regionally-derived cell populations and skeletal stem cells from human foetal femora exhibit specific osteochondral and multi-lineage differentiation capacity in vitro and ex vivo.,skeletal,
10.1186/s13287-016-0290-7,0,1,0,0,,2016,Reprogramming of blood cells into induced pluripotent stem cells as a new cell source for cartilage repair.,,
10.1186/s13287-016-0370-8,0,1,0,1,"bone marrow, bone marrow",2016,Identification and validation of multiple cell surface markers of clinical-grade adipose-derived mesenchymal stromal cells as novel release criteria for good manufacturing practice-compliant production.,"bone marrow, bone marrow",
10.1186/s13287-017-0556-8,0,1,0,1,skeletal,2017,Quiescence of human muscle stem cells is favored by culture on natural biopolymeric films.,skeletal,Claire Monge
10.1186/s13287-017-0688-x,0,1,0,1,"bone marrow, bone marrow",2017,Restoring the quantity and quality of elderly human mesenchymal stem cells for autologous cell-based therapies.,"bone marrow, bone marrow","Xiao-Dong Chen, Xiao-Dong Chen"
10.1186/s13287-017-0755-3,0,1,0,1,bone marrow,2018,High-throughput immunophenotypic characterization of bone marrow- and cord blood-derived mesenchymal stromal cells reveals common and differentially expressed markers: identification of angiotensin-converting enzyme (CD143) as a marker differentially expressed between adult and perinatal tissue sources.,bone marrow,
10.1186/s13287-017-0757-1,1,0,0,1,placenta,2018,Comprehensive characterization of chorionic villi-derived mesenchymal stromal cells from human placenta.,placenta,
10.1186/s13287-018-0962-6,1,0,0,0,,2018,Development and characterization of a polarized human endometrial cell epithelia in an air-liquid interface state.,,
10.1186/s40169-014-0040-3,0,1,0,0,,2015,Clinical significance of monocyte heterogeneity.,,
10.1186/s40478-017-0471-3,0,1,0,1,"brain, brain, brain, brain",2017,Neuron loss and degeneration in the progression of TDP-43 in frontotemporal lobar degeneration.,"brain, brain, brain, brain",
10.1186/s40478-023-01568-z,0,0,1,0,,,,,
10.1186/scrt186,0,1,0,0,,2013,Identification of p63+ keratinocyte progenitor cells in circulation and their matrix-directed differentiation to epithelial cells.,,
10.1186/scrt247,0,1,0,0,,2013,MicroRNA-21 promotes the ovarian teratocarcinoma PA1 cell line by sustaining cancer stem/progenitor populations in vitro.,,
10.1186/scrt323,0,1,0,1,bone marrow,2013,Comparative analysis of gene transcripts for cell signaling receptors in bone marrow-derived hematopoietic stem/progenitor cell and mesenchymal stromal cell populations.,bone marrow,
10.1186/scrt460,0,1,0,0,,2014,Low-dose insulin-like growth factor binding proteins 1 and 2 and angiopoietin-like protein 3 coordinately stimulate ex vivo expansion of human umbilical cord blood hematopoietic stem cells as assayed in NOD/SCID gamma null mice.,,
10.1186/scrt6,0,1,0,1,"pancreas, pancreas, pancreas, pancreas, pancreas, pancreas, pancreas, pancreas, pancreas",2010,Switching of mesodermal and endodermal properties in hTERT-modified and expanded fetal human pancreatic progenitor cells.,"pancreas, pancreas, pancreas, pancreas, pancreas, pancreas, pancreas, pancreas, pancreas",
10.1189/jlb.0113048,0,1,0,0,,2013,The human fetal lymphocyte lineage: identification by CD27 and LIN28B expression in B cell progenitors.,,
